Rank,Abbreviated Journal Title,ISSN,2014 Total Cites,Impact Factor,5-Year Impact Factor,Immediacy Index,2014 Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
6487,ACTA OCEANOL SIN,0253-505X,1081,0.747,0.91,0.143,182,7,0.0017,0.223
6488,J BIOETHIC INQ,1176-7529,165,0.747,0.571,0.902,51,2,0.00051,0.174
6489,GEOTECTONICS+,0016-8521,605,0.746,0.933,0.032,31,>10.0,0.00093,0.393
6490,INT J COMPUT COMMUN,1841-9836,391,0.746,0.739,0.178,73,4.2,0.00105,0.184
6491,J APPL FLUID MECH,1735-3572,181,0.746,,0.13,69,2.9,0.00035,
6492,MOD PHYS LETT B,0217-9849,1409,0.746,0.522,0.183,268,5.1,0.00362,0.15
6493,WELD WORLD,0043-2288,503,0.746,0.699,0.107,84,6.4,0.00122,0.234
6494,ACTA ORNITHOL,0001-6454,422,0.745,1.559,0.077,13,6.6,0.00085,0.455
6495,CEREAL FOOD WORLD,0146-6283,736,0.745,0.736,0.13,23,>10.0,0.00037,0.193
6496,GEOINFORMATICA,1384-6175,404,0.745,1.222,0,26,7.7,0.00089,0.48
6497,J PEDIAT OPHTH STRAB,0191-3913,1038,0.745,0.736,0.082,49,>10.0,0.00093,0.224
6498,ADV MATER SCI ENG,1687-8434,428,0.744,0.787,0.085,318,2,0.0015,0.191
6499,INT J SATELL COMM N,1542-0973,224,0.744,0.835,0.406,32,7.1,0.00047,0.303
6500,J CAN PETROL TECHNOL,0021-9487,1256,0.744,0.947,0.12,25,>10.0,0.00217,0.427
6501,J JPN SOC HORTIC SCI,1882-3351,975,0.744,0.741,0.211,38,>10.0,0.0007,0.164
6502,Z NATURFORSCH B,0932-0776,3142,0.744,0.69,0.119,168,>10.0,0.00213,0.135
6503,CIR ESPAN,0009-739X,581,0.743,0.907,0.165,79,4.9,0.00141,0.223
6504,EARTH SCI INFORM,1865-0473,80,0.743,0.596,0.292,24,,0.00029,0.178
6505,ACTA MATH SCI,0252-9602,805,0.742,0.633,0.143,154,4,0.00402,0.298
6506,COMPARATIVE MED,1532-0820,1103,0.742,1.188,0.085,59,7.7,0.00169,0.35
6507,IET COMMUN,1751-8628,1293,0.742,0.809,0.075,375,3.6,0.00577,0.276
6508,J MINER PETROL SCI,1345-6296,334,0.742,0.78,0.091,33,6.6,0.0008,0.271
6509,LAB ANIMAL,0093-7355,371,0.742,0.702,0.065,31,7.9,0.00067,0.212
6510,PRIMARY CARE,0095-4543,574,0.742,0.927,0.224,49,7.2,0.00116,0.312
6511,ARS MATH CONTEMP,1855-3966,140,0.741,0.866,0.459,37,3.8,0.0015,0.794
6512,INT J BIOSTAT,2194-573X,372,0.741,1.475,0.118,17,4.7,0.00349,1.239
6513,J BUON,1107-0625,595,0.741,0.686,0.204,162,3.6,0.0015,0.148
6514,J FOOD BIOCHEM,0145-8884,1155,0.741,0.927,0.147,68,8.1,0.00168,0.22
6515,QUATERNAIRE,1142-2904,418,0.741,0.838,0.318,22,9.1,0.00057,0.24
6516,SIAM J COMPUT,0097-5397,4302,0.741,1.283,0.056,71,>10.0,0.00893,1.358
6517,CARYOLOGIA,0008-7114,754,0.74,0.914,0.143,42,>10.0,0.00065,0.169
6518,J MACROMOL SCI B,0022-2348,1590,0.74,0.791,0.149,141,8.3,0.00177,0.15
6519,J TEACH PHYS EDUC,0273-5024,652,0.74,1.213,0.067,30,>10.0,0.00066,0.342
6520,PROT MET PHYS CHEM+,2070-2051,363,0.74,0.552,0.067,134,3,0.001,0.101
6521,SENSOR REV,0260-2288,371,0.74,0.725,0.255,51,7.6,0.00058,0.191
6522,AUSTRIAN J FOR SCI,0379-5292,53,0.739,0.632,0.222,9,,0.00016,0.174
6523,J APPL ANIM WELF SCI,1088-8705,450,0.739,1.136,0.115,26,9.2,0.00064,0.339
6524,SEMICONDUCTORS+,1063-7826,2204,0.739,0.64,0.096,312,7,0.00342,0.142
6525,SYNTHESE,0039-7857,2359,0.739,,0.131,213,8.7,0.00356,
6526,TENSIDE SURFACT DET,0932-3414,405,0.739,0.648,0.067,60,9.6,0.00041,0.097
6527,ASTERISQUE,0303-1179,1265,0.738,0.817,0.045,22,>10.0,0.00581,1.962
6528,ASTIN BULL,0515-0361,515,0.738,0.993,0.043,23,>10.0,0.00152,0.697
6529,CHELONIAN CONSERV BI,1071-8443,627,0.738,1.011,0.083,36,8.4,0.00083,0.28
6530,J MATH ECON,0304-4068,1061,0.738,0.614,0.132,129,>10.0,0.00427,0.729
6531,LINEAR MULTILINEAR A,0308-1087,873,0.738,0.686,0.092,119,>10.0,0.00352,0.46
6532,VITIS,0042-7500,1225,0.738,1.082,0.086,35,>10.0,0.00074,0.296
6533,ACTA POL PHARM,0001-6837,1129,0.737,0.96,0.071,98,5.4,0.00183,0.182
6534,GEOFIZIKA,0352-3659,90,0.737,0.804,0,8,,0.0003,0.336
6535,EUR J IND ENG,1751-5254,166,0.736,0.866,0.103,29,3.9,0.0005,0.22
6536,EURASIP J IMAGE VIDE,1687-5281,234,0.736,0.738,0.115,52,4.2,0.00098,0.292
6537,APPL BIOCHEM MICRO+,0003-6838,1108,0.735,0.772,0.09,111,7.3,0.00152,0.172
6538,INFORM HEALTH SOC CA,1753-8157,155,0.735,1.162,0.944,18,4.2,0.00052,0.311
6539,ACTA PHYSIOL HUNG,0231-424X,457,0.734,0.943,0.059,51,6.9,0.00074,0.219
6540,AN ACAD BRAS CIENC,0001-3765,1547,0.734,1.032,0.149,175,9.2,0.00255,0.305
6541,Z GEOMORPHOL,0372-8854,1150,0.734,0.882,0.408,49,>10.0,0.00114,0.256
6542,APPL NURS RES,0897-1897,815,0.733,1.144,0.133,45,9.4,0.00114,0.356
6543,EUR GERIATR MED,1878-7649,192,0.733,0.703,0.134,67,2.8,0.00074,0.179
6544,GENE EXPRESSION,1052-2166,360,0.733,1.667,0.4,5,>10.0,0.0003,0.525
6545,J NONLINEAR MATH PHY,1402-9251,607,0.733,0.718,0.114,35,7.5,0.00215,0.489
6546,MADERAS-CIENC TECNOL,0718-221X,168,0.733,0.739,0.1,40,4.8,0.00039,0.184
6547,PHOTOGRAMM FERNERKUN,1432-8364,189,0.733,0.76,0.412,34,4,0.00047,0.173
6548,PSYCHIATR POL,0033-2674,400,0.733,0.605,0.109,92,4.4,0.00054,0.093
6549,REV SAUDE PUBL,0034-8910,3035,0.733,1.338,0.049,103,8.2,0.00422,0.365
6550,SWED DENT J,0347-9994,600,0.733,0.957,0.067,15,>10.0,0.00053,0.287
6551,INT J DES,1991-3761,188,0.732,1.188,0.103,29,5,0.00036,0.221
6552,J WORLD AQUACULT SOC,0893-8849,1551,0.732,0.937,0.055,73,>10.0,0.00211,0.279
6553,REPRESENT THEOR,1088-4165,269,0.732,,0.222,9,7.3,0.00298,
6554,TAPPI J,0734-1415,1997,0.732,0.703,0.29,62,>10.0,0.0006,0.14
6555,IEEE SECUR PRIV,1540-7993,736,0.731,1.192,0.062,64,5.9,0.00305,0.615
6556,J MECH MED BIOL,0219-5194,416,0.731,0.765,0.25,104,3.3,0.00084,0.141
6557,MED LETT DRUGS THER,0025-732X,260,0.731,0.467,0.5,66,3,0.00102,0.192
6558,PRESENCE-TELEOP VIRT,1054-7460,1117,0.731,1.046,0,19,>10.0,0.00076,0.315
6559,REHABILITATION,0034-3536,388,0.731,0.842,0.078,51,6.4,0.00048,0.14
6560,ACTA BIOL CRACOV BOT,0001-5296,428,0.73,1.044,0.032,31,7.6,0.00059,0.233
6561,AUST HEALTH REV,0156-5788,807,0.73,0.958,0.169,89,6,0.00191,0.297
6562,CURR MED IMAGING REV,1573-4056,252,0.73,0.975,0.25,32,5,0.0008,0.308
6563,INFIN DIMENS ANAL QU,0219-0257,732,0.73,0.782,0.194,31,>10.0,0.00189,0.721
6564,J KOREAN SURG SOC,2233-7903,384,0.73,0.474,0,0,3.1,0.00138,0.121
6565,PEDIATR INT,1328-8067,2074,0.73,0.865,0.13,216,6.6,0.00454,0.268
6566,ACM J EMERG TECH COM,1550-4832,169,0.729,0.952,0.117,60,4.4,0.00063,0.377
6567,EARTHQ ENG ENG VIB,1671-3664,566,0.729,0.951,0.029,70,6.5,0.00153,0.363
6568,SOIL SCI PLANT NUTR,0038-0768,2182,0.729,1.139,0.133,83,>10.0,0.00202,0.289
6569,CROAT CHEM ACTA,0011-1643,981,0.728,0.751,0,59,>10.0,0.00118,0.207
6570,ACTA METALL SIN-ENGL,1006-7191,410,0.727,0.628,0.094,149,5.4,0.00087,0.159
6571,BUILD SERV ENG RES T,0143-6244,346,0.727,0.898,0.044,45,9.3,0.00049,0.239
6572,J CLASSIF,0176-4268,745,0.727,0.929,0.062,16,>10.0,0.00077,0.571
6573,COMPOS INTERFACE,0927-6440,643,0.726,0.783,0.246,69,7.7,0.00074,0.163
6574,INRA PROD ANIM,0990-0632,158,0.726,0.938,0.958,24,3.2,0.00021,0.139
6575,INT J PALEOPATHOL,1879-9817,94,0.726,0.879,0.184,38,,0.00037,0.232
6576,J ELECTROMAGNET WAVE,0920-5071,1417,0.726,0.663,0.179,190,5,0.00402,0.211
6577,APPL STOCH MODEL BUS,1524-1904,411,0.725,0.811,0.055,55,6.6,0.00161,0.445
6578,HORTIC ENVIRON BIOTE,2211-3452,261,0.725,,0.027,74,3.4,0.00077,
6579,NUCL TECHNOL,0029-5450,1620,0.725,0.607,0.165,103,>10.0,0.00372,0.289
6580,ANN CARNEGIE MUS,0097-4463,385,0.724,0.862,0,10,>10.0,0.00032,0.305
6581,EURASIP J WIREL COMM,1687-1499,1476,0.724,0.755,0.09,212,3.8,0.00743,0.31
6582,FOLIA ZOOL,0139-7893,735,0.724,0.79,0.1,20,>10.0,0.0007,0.204
6583,NEUROL MED-CHIR,0470-8105,2066,0.724,0.798,0.148,162,8.9,0.00348,0.248
6584,AN BRAS DERMATOL,0365-0596,1077,0.723,0.918,0.13,154,4.1,0.00237,0.185
6585,GEOCHRONOMETRIA,1733-8387,362,0.723,1.158,0.15,40,5.9,0.00082,0.338
6586,INTEGR TRANSF SPEC F,1065-2469,676,0.723,0.617,0.161,87,7.5,0.00193,0.298
6587,J PSYCHOSOC NURS MEN,0279-3695,554,0.723,0.764,0.233,60,6.6,0.00085,0.176
6588,LANDSC ECOL ENG,1860-1871,202,0.723,1.038,0.118,34,4.5,0.00073,0.348
6589,NAV RES LOG,0894-069X,2430,0.723,1.173,0.17,47,>10.0,0.00277,0.683
6590,OPT SPECTROSC+,0030-400X,2467,0.723,0.561,0.202,302,9.9,0.00279,0.128
6591,RIV PSICHIATR,0035-6484,165,0.723,0.506,0.256,43,2.8,0.00029,0.076
6592,SAO PAULO MED J,1516-3180,621,0.723,0.824,0.073,55,7.3,0.00098,0.212
6593,AFR HEALTH SCI,1680-6905,871,0.722,0.955,1.033,150,3.9,0.00195,0.263
6594,FACIAL PLAST SURG CL,1064-7406,465,0.722,,0.07,43,6,0.00107,
6595,J COMPUT INFORM SYST,0887-4417,495,0.722,1.118,0.025,40,6,0.00097,0.276
6596,J PESTIC SCI,1348-589X,610,0.722,0.624,0.129,31,9.4,0.00066,0.153
6597,J TEXT I,0040-5000,1396,0.722,0.876,0.138,145,8.7,0.00189,0.191
6598,SHOCK VIB,1070-9622,624,0.722,0.816,0.085,211,6.4,0.00133,0.244
6599,PETROL SCI,1672-5107,357,0.721,0.813,0.109,64,4.3,0.00096,0.182
6600,WILLDENOWIA,0511-9618,476,0.721,,0.2,40,9.9,0.00053,
6601,B SYMB LOG,1079-8986,197,0.72,0.644,0,15,>10.0,0.00094,1.002
6602,J NEUROL SURG PART B,2193-6331,99,0.72,0.72,0.136,66,,0.00045,0.226
6603,QUAL QUANT,0033-5177,1415,0.72,0.9,0.158,215,7.2,0.0033,0.334
6604,SECUR COMMUN NETW,1939-0114,313,0.72,0.632,0.046,219,2.6,0.00096,0.133
6605,AGROECOL SUST FOOD,2168-3565,50,0.719,0.719,0.176,51,,0.00018,0.194
6606,CIN-COMPUT INFORM NU,1538-2931,539,0.719,1.032,0.033,60,4.8,0.00118,0.24
6607,CURR PHARM ANAL,1573-4129,266,0.719,0.837,0.171,35,5.3,0.00044,0.151
6608,CUTIS,0011-4162,1653,0.719,0.828,0.286,77,>10.0,0.00158,0.221
6609,J COMP EFFECT RES,2042-6305,93,0.719,0.719,0.415,53,,0.00037,0.244
6610,J VERBRAUCH LEBENSM,1661-5751,260,0.719,0.628,0.222,54,4.2,0.00072,0.168
6611,OPER ORTHOP TRAUMATO,0934-6694,336,0.719,0.692,0.186,43,5.8,0.00076,0.198
6612,SE ASIAN J TROP MED,0125-1562,2682,0.719,0.762,0.029,139,10,0.00258,0.201
6613,VET QUART,0165-2176,719,0.719,0.987,0.091,33,>10.0,0.00034,0.28
6614,ANIM SCI PAP REP,0860-4037,337,0.718,1.017,0,34,5.7,0.00063,0.218
6615,ANN THORAC CARDIOVAS,1341-1098,863,0.718,0.774,0.055,219,6.2,0.00183,0.22
6616,ARCH BIOL SCI,0354-4664,800,0.718,0.747,0.16,194,3.7,0.00142,0.112
6617,ITAL J ANIM SCI,1594-4077,886,0.718,0.641,0.177,124,5.8,0.00198,0.176
6618,J SPORT MANAGE,0888-4773,633,0.718,1.329,0.089,45,7.5,0.00077,0.286
6619,MOL BIOL+,0026-8933,954,0.718,0.662,0.114,105,7.6,0.00134,0.154
6620,PLANT PATHOLOGY J,1598-2254,444,0.718,0.733,0.143,56,5.8,0.00078,0.162
6621,FUND INFORM,0169-2968,1425,0.717,0.712,0.11,173,7,0.00345,0.264
6622,NUTR DIET,1446-6368,403,0.717,1.039,0.023,43,5.7,0.00083,0.254
6623,GRAVIT COSMOL-RUSSIA,0202-2893,419,0.716,0.575,0.229,48,7.7,0.00063,0.151
6624,J TRADIT CHIN MED,0255-2922,634,0.716,0.749,0.017,116,5.2,0.00107,0.151
6625,SCI COMPUT PROGRAM,0167-6423,911,0.715,0.837,0.156,199,7.4,0.00227,0.415
6626,AUST FAM PHYSICIAN,0300-8495,1269,0.714,0.723,0.544,114,6.4,0.00241,0.207
6627,P I CIVIL ENG-CIV EN,0965-089X,215,0.714,0.535,1.125,32,3.9,0.00046,0.17
6628,INT J UNCERTAIN QUAN,2152-5080,83,0.712,1.157,0.083,24,,0.00082,0.735
6629,TRANSFUS CLIN BIOL,1246-7820,412,0.712,0.606,0,43,7.2,0.00054,0.121
6630,J ASTROPHYS ASTRON,0250-6335,282,0.711,0.495,0.692,13,8.4,0.00062,0.205
6631,CENT EUR J BIOL,1895-104X,563,0.71,0.782,0.189,122,4,0.00158,0.189
6632,IRONMAK STEELMAK,0301-9233,1162,0.71,0.784,0.083,108,>10.0,0.00185,0.285
6633,NUMER MATH-THEORY ME,1004-8979,149,0.71,0.834,0.071,28,4,0.00138,0.598
6634,ADV APPL PROBAB,0001-8678,1756,0.709,0.831,0.182,55,>10.0,0.00381,0.899
6635,INT J PHARMACOL,1811-7775,455,0.709,0.652,0.167,54,4.5,0.00092,0.128
6636,ENERG SOURCE PART B,1556-7249,292,0.708,0.845,0.458,48,4.6,0.00082,0.249
6637,MOSC MATH J,1609-3321,423,0.708,0.78,0.258,31,9.2,0.0031,1.187
6638,NEUROSCIENCES,1319-6138,263,0.708,0.506,0.122,49,4,0.00069,0.132
6639,ASTROPHYSICS+,0571-7256,393,0.707,0.519,0.157,51,9.5,0.0006,0.145
6640,LIMNETICA,0213-8409,504,0.707,1.014,0,29,8.6,0.00064,0.28
6641,DYN GAMES APPL,2153-0785,83,0.706,1.013,0.167,24,,0.00099,0.822
6642,INT J PAVEMENT ENG,1029-8436,545,0.706,1.084,0.217,83,5.5,0.001,0.251
6643,INT J OPHTHALMOL-CHI,2222-3959,367,0.705,0.543,0.106,180,2.6,0.00141,0.141
6644,J BACK MUSCULOSKELET,1053-8127,297,0.705,0.96,0.099,71,4.6,0.00095,0.298
6645,MYCOTAXON,0093-4666,2145,0.705,0.71,0.027,112,9.6,0.00296,0.177
6646,NURS SCI QUART,0894-3184,426,0.705,0.592,0.102,49,8.6,0.00027,0.076
6647,REV MAT COMPLUT,1139-1138,276,0.705,0.748,0.258,31,8.2,0.00149,0.692
6648,SEMIN ROENTGENOL,0037-198X,316,0.705,0.76,0.033,30,9.2,0.00058,0.249
6649,TELECOMMUN SYST,1018-4864,1099,0.705,1.211,0.083,109,4.5,0.00237,0.262
6650,ACTA BIOTHEOR,0001-5342,485,0.704,0.923,0,26,>10.0,0.00041,0.22
6651,B LOND MATH SOC,0024-6093,1712,0.704,0.764,0.092,119,>10.0,0.00922,1.084
6652,SEMIN SPEECH LANG,0734-0478,420,0.704,,0.667,30,7.6,0.00069,
6653,SERB ASTRON J,1450-698X,69,0.704,,0,17,,0.00014,
6654,SOC ANIM,1063-1119,399,0.704,0.739,0.067,30,>10.0,0.0005,0.262
6655,CHINESE J GEOPHYS-CH,0001-5733,2801,0.703,0.769,0.129,380,5.8,0.00444,0.149
6656,INT EMERG NURS,1755-599X,195,0.703,,0.243,37,4.2,0.00063,
6657,MACH SCI TECHNOL,1091-0344,456,0.703,1.062,0.138,29,8,0.00078,0.339
6658,NANOETHICS,1871-4757,146,0.703,,0.038,26,5.2,0.00031,
6659,SPAN J AGRIC RES,1695-971X,848,0.703,0.821,0.061,115,4.8,0.00233,0.229
6660,TERR ATMOS OCEAN SCI,1017-0839,935,0.703,0.971,0.106,66,8.1,0.00206,0.375
6661,GEOL CROAT,1330-030X,218,0.702,0.734,0,15,7.5,0.00037,0.216
6662,AM J FOREN MED PATH,0195-7910,1454,0.701,0.81,0.108,65,>10.0,0.00214,0.287
6663,ARZNEIMITTELFORSCH,0004-4172,2292,0.701,0.662,,0,>10.0,0.00096,0.142
6664,J ORTHOP SURG-HONG K,1022-5536,762,0.701,,0.109,92,6.5,0.00163,
6665,ANTHROZOOS,0892-7936,662,0.7,1.149,0.05,40,9.1,0.0007,0.284
6666,COMP PARASITOL,1525-2647,378,0.7,0.714,0.095,42,7.2,0.00068,0.196
6667,GEOL SURV DEN GREENL,1604-8156,143,0.7,0.738,0.042,24,5.2,0.00048,0.283
6668,P I MECH ENG M-J ENG,1475-0902,207,0.7,0.886,0.3,30,5,0.0008,0.335
6669,SYSTEMS ENG,1098-1241,328,0.7,0.793,0.121,33,7.4,0.00057,0.24
6670,ANN TELECOMMUN,0003-4347,344,0.699,0.665,0.113,53,5.4,0.00095,0.214
6671,INTEGR EQUAT OPER TH,0378-620X,1082,0.699,0.81,0.211,76,9,0.00426,0.612
6672,J AGR SCI TECH-IRAN,1680-7073,573,0.699,0.877,0.106,141,3.5,0.00156,0.194
6673,ANN BOT FENN,0003-3847,834,0.698,0.712,0.241,58,9.6,0.00118,0.205
6674,ENCEPHALE,0013-7006,1075,0.698,0.653,0.182,88,9,0.0012,0.138
6675,J CELL AUTOM,1557-5969,96,0.698,0.527,0.111,27,,0.0001,0.05
6676,J CERAM SOC JPN,1882-0743,2168,0.698,0.862,0.098,194,6.8,0.00319,0.188
6677,NEW ZEAL J BOT,0028-825X,1109,0.698,0.681,0.514,35,>10.0,0.00041,0.188
6678,TOP APPL PHYS,0303-4216,1073,0.698,0.603,0.333,9,>10.0,0.00076,0.274
6679,CHIL J AGR RES,0718-5839,349,0.697,0.785,0.056,72,3.8,0.00124,0.201
6680,J REPROD MED,0024-7758,2564,0.697,0.726,0.046,108,>10.0,0.00171,0.229
6681,POL J MICROBIOL,1733-1331,400,0.697,0.992,0.048,63,5.1,0.00094,0.234
6682,TECHNOL HEALTH CARE,0928-7329,522,0.697,,0.055,91,7.9,0.00085,
6683,ACTA MED OKAYAMA,0386-300X,653,0.696,0.83,0.059,51,7.8,0.00099,0.226
6684,BANGL J PLANT TAXON,1028-2092,98,0.696,0.434,0,28,,0.00017,0.089
6685,COMBINATORICA,0209-9683,1237,0.696,0.76,0.097,31,>10.0,0.00362,1.27
6686,DISASTER MED PUBLIC,1935-7893,438,0.696,1.245,0.157,70,4.2,0.00231,0.522
6687,DISCRETE OPTIM,1572-5286,358,0.696,0.933,0.121,33,6.2,0.00217,0.83
6688,E-J CHEM,0973-4945,998,0.696,0.627,,0,4.6,0.00224,0.114
6689,INT J GLOBAL WARM,1758-2083,83,0.696,0.601,0,31,,0.00026,0.116
6690,INT J OCCUP MED ENV,1232-1087,713,0.695,1.332,0.153,98,6,0.00156,0.378
6691,J PLAST SURG HAND SU,2000-656X,201,0.695,0.56,0.177,96,2.2,0.00099,0.191
6692,CARTILAGE,1947-6035,225,0.694,1.394,0.192,26,3.7,0.00111,0.451
6693,IJST-T MECH ENG,2228-6187,40,0.694,0.667,0.5,12,,0.00011,0.137
6694,J GENET PSYCHOL,0022-1325,1006,0.694,1.015,0.088,34,>10.0,0.00069,0.329
6695,EARTHQ STRUCT,2092-7614,137,0.693,0.827,0.119,67,2.5,0.00057,0.228
6696,J DIFFER EQU APPL,1023-6198,945,0.693,0.796,0.195,87,6.4,0.00327,0.376
6697,J K-THEORY,1865-2433,169,0.693,0.684,0,31,4,0.00308,0.986
6698,DISCRETE COMPUT GEOM,0179-5376,1454,0.692,0.831,0.103,87,>10.0,0.0072,1.007
6699,ZOOSYSTEMA,1280-9551,379,0.692,0.822,0.318,22,8.5,0.00078,0.29
6700,ANN MATH ARTIF INTEL,1012-2443,580,0.691,0.744,0.351,37,>10.0,0.00139,0.447
6701,BIOCATAL BIOTRANSFOR,1024-2422,740,0.691,0.742,0.048,42,9,0.00069,0.187
6702,DIFFER GEOM APPL,0926-2245,576,0.691,0.652,0.114,105,6.8,0.00384,0.673
6703,INDIAN J PHARMACOL,0253-7613,569,0.691,0.762,0.108,130,3.7,0.00147,0.166
6704,INT J HUM ROBOT,0219-8436,272,0.691,0.659,0.122,41,7,0.00043,0.164
6705,J CLIN ULTRASOUND,0091-2751,1813,0.691,0.796,0.1,120,>10.0,0.00221,0.247
6706,PHYS CHEM GLASSES-B,1753-3562,1256,0.691,0.675,0.185,27,>10.0,0.00068,0.187
6707,ACM T INFORM SYST SE,1094-9224,623,0.69,1.486,0,13,9.8,0.00146,0.871
6708,COMPUT AIDED SURG,1092-9088,513,0.69,0.786,0.125,8,9.9,0.00046,0.245
6709,CONCEPT MAGN RESON B,1552-5031,259,0.69,0.717,0.286,7,7.5,0.00058,0.371
6710,HERZ,0340-9937,796,0.69,0.71,0.109,137,8.4,0.00148,0.212
6711,J ELEMENTOL,1644-2296,335,0.69,0.755,0.054,93,5,0.00041,0.081
6712,J KOREAN SOC APPL BI,1738-2203,513,0.69,0.714,0.042,120,3.7,0.00167,0.163
6713,P I MECH ENG K-J MUL,1464-4193,318,0.69,0.833,0.152,33,7.1,0.00065,0.294
6714,J OFF STAT,0282-423X,605,0.689,0.727,0.105,38,>10.0,0.00116,0.51
6715,MATH Z,0025-5874,4432,0.689,0.812,0.121,165,>10.0,0.01588,1.185
6716,STOCH DYNAM,0219-4937,322,0.689,0.891,0.29,31,6.5,0.00223,0.898
6717,APPL CATEGOR STRUCT,0927-2852,325,0.688,0.639,0.082,49,>10.0,0.00199,0.754
6718,GASTROENTEROL NURS,1042-895X,308,0.688,0.887,0.028,36,6.8,0.00071,0.278
6719,IBM J RES DEV,0018-8646,2790,0.688,0.837,0.333,54,>10.0,0.00208,0.428
6720,J AQUAT FOOD PROD T,1049-8850,335,0.688,0.813,0.06,50,6.7,0.00059,0.202
6721,PROG COMPUT FLUID DY,1468-4349,254,0.688,0.516,0.028,36,6.4,0.00063,0.187
6722,ROBOTICA,0263-5747,1202,0.688,1.05,0.354,82,7.1,0.00317,0.414
6723,PROG CHEM,1005-281X,1181,0.687,0.606,0.18,178,4.8,0.00221,0.111
6724,ACM T DES AUTOMAT EL,1084-4309,405,0.686,0.712,0.043,47,6.6,0.00151,0.38
6725,ACTA CHIM SLOV,1318-0207,1156,0.686,0.774,0.054,112,6.7,0.00161,0.16
6726,INT J ODONATOL,1388-7890,178,0.686,0.575,0.16,25,6.6,0.00028,0.137
6727,PHYTOKEYS,1314-2011,104,0.686,,0.239,46,2.2,0.00042,
6728,WATER INT,0250-8060,908,0.686,0.87,0.452,62,>10.0,0.00106,0.247
6729,CAN J INFECT DIS MED,1712-9532,508,0.685,1.023,0.123,57,7.4,0.00091,0.33
6730,OPEN SYST INF DYN,1230-1612,271,0.685,0.699,1.045,22,7.3,0.00084,0.395
6731,ACM T DATABASE SYST,0362-5915,1029,0.684,1.381,0.152,33,>10.0,0.00189,0.888
6732,ANN GLOB ANAL GEOM,0232-704X,539,0.684,0.752,0.182,44,8.2,0.00333,0.81
6733,CIENC MAR,0185-3880,589,0.684,0.932,0.053,19,8.9,0.00074,0.264
6734,DIVING HYPERB MED,1833-3516,149,0.683,0.681,0.688,32,3.6,0.00034,0.153
6735,IET OPTOELECTRON,1751-8768,192,0.683,0.806,0.125,40,3.8,0.00069,0.247
6736,MATH NACHR,0025-584X,1835,0.683,0.763,0.104,135,>10.0,0.00688,0.705
6737,CAMB Q HEALTHC ETHIC,0963-1801,344,0.682,0.667,0.436,39,6.6,0.00077,0.241
6738,CRANIO,0886-9634,563,0.682,0.8,0.161,31,>10.0,0.00053,0.208
6739,J ARTHROPOD-BORNE DI,2322-1984,32,0.682,0.682,0.071,28,,0.0001,0.138
6740,PAK J PHARM SCI,1011-601X,921,0.682,1.024,0.107,308,5.1,0.00152,0.175
6741,ALLG FORST JAGDZTG,0002-5852,253,0.681,0.533,0,20,>10.0,0.00031,0.162
6742,BIOL AGRIC HORTIC,0144-8765,274,0.681,0.605,0.077,26,>10.0,0.00019,0.156
6743,ELECTRON J BIOTECHN,0717-3458,986,0.681,0.988,0.157,51,7.7,0.00116,0.216
6744,HORTTECHNOLOGY,1063-0198,1336,0.681,0.712,0.127,102,9.1,0.00194,0.193
6745,MAMMALIA,0025-1461,1037,0.681,0.828,0.172,64,>10.0,0.00102,0.246
6746,P AM MATH SOC,0002-9939,10099,0.681,0.68,0.211,399,>10.0,0.03029,0.855
6747,J SOIL SCI PLANT NUT,0718-9516,344,0.68,1.159,0.033,60,4.2,0.0012,0.307
6748,J PALLIAT CARE,0825-8597,788,0.679,1.149,0.059,34,>10.0,0.00092,0.39
6749,J PLANT DIS PROTECT,1861-3829,384,0.679,0.927,0.097,31,6.4,0.00071,0.249
6750,MATER TRANS,1345-9678,6792,0.679,0.879,0.175,325,9.2,0.00861,0.265
6751,POSITIVITY,1385-1292,346,0.679,0.624,0.096,52,6,0.00198,0.46
6752,AUSTRALAS J AGEING,1440-6381,476,0.678,1.183,0.125,64,6.1,0.00106,0.347
6753,HELMINTHOLOGIA,0440-6605,367,0.678,0.66,0.059,51,7.2,0.00049,0.144
6754,J CRANIOFAC SURG,1049-2275,4636,0.678,0.844,0.104,750,5.5,0.01085,0.226
6755,MINERVA CHIR,0026-4733,457,0.678,0.674,0.114,44,6.5,0.00086,0.172
6756,P I MECH ENG G-J AER,0954-4100,716,0.678,0.661,0.105,209,5.5,0.002,0.223
6757,GIORN ITAL DERMAT V,0392-0488,312,0.677,0.65,0.172,64,4.3,0.00088,0.161
6758,IEEE COMPUT ARCHIT L,1556-6056,141,0.677,1.151,0,28,5.1,0.00071,0.612
6759,J JPN PETROL INST,1346-8804,335,0.677,0.629,0.091,33,6.3,0.00056,0.142
6760,OPTIK,0030-4026,3071,0.677,0.67,0.127,1500,3,0.00562,0.115
6761,ALGEBR NUMBER THEORY,1937-0652,276,0.676,0.863,0.054,74,4.1,0.00591,1.492
6762,AN JARDIN BOT MADRID,0211-1322,306,0.676,0.722,0,3,>10.0,0.00038,0.247
6763,ASLIB PROC,0001-253X,327,0.676,0.807,,0,6.3,0.00066,0.231
6764,EUR REV AGING PHYS A,1813-7253,113,0.676,0.985,0.231,13,4.6,0.00028,0.274
