Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact Factor,5-Year Impactor Factor,Immediacy Index,Articles,Cited Half-life,EigenfactorTM Score,Article InfluenceTM Score
6215,NETWORK-COMP NEURAL,0954-898X,868,1.533,1.698,0,14,>10.0,0.00083,0.72
6216,NETWORKS,0028-3045,1380,0.983,1.022,0.078,64,>10.0,0.00411,0.818
6217,NEUES JAHRB GEOL P-A,0077-7749,660,0.762,0.844,0.22,91,4.9,0.00255,0.328
6218,NEUES JB MINER ABH,0077-7757,839,0.7,0.614,0.091,22,>10.0,0.00065,0.244
6219,NEURAL COMPUT,0899-7667,6785,1.884,2.521,0.398,108,>10.0,0.01249,1.135
6220,NEURAL COMPUT APPL,0941-0643,512,0.699,0.684,0.139,122,5.8,0.00132,0.2
6221,NEURAL DEV,1749-8104,594,3.703,4.05,0.795,39,3,0.00558,2.183
6222,NEURAL NETW WORLD,1210-0552,209,0.646,0.504,0.182,33,4.3,0.00041,0.098
6223,NEURAL NETWORKS,0893-6080,5336,2.182,2.477,0.318,110,9.9,0.01073,0.917
6224,NEURAL PLAST,0792-8483,470,2,,0.088,34,5,0.00166,
6225,NEURAL PROCESS LETT,1370-4621,601,0.75,1.052,0.026,39,9.5,0.00112,0.351
6226,NEURAL REGEN RES,1673-5374,154,0.216,,0.025,405,1.9,0.00026,
6227,NEURO-ONCOLOGY,1522-8517,3048,5.723,5.884,1.2,130,3.4,0.01253,1.932
6228,NEURO-OPHTHALMOLOGY,0165-8107,176,0.256,0.2,0.089,56,>10.0,0.00021,0.055
6229,NEUROBIOL AGING,0197-4580,12739,6.189,5.874,1.075,305,6.2,0.03384,1.851
6230,NEUROBIOL DIS,0969-9961,9820,5.403,5.271,1.272,239,5,0.03462,1.681
6231,NEUROBIOL LEARN MEM,1074-7427,4135,3.419,3.687,0.543,129,5.3,0.01398,1.287
6232,NEUROCASE,1355-4794,946,1.114,1.163,0.333,48,7.6,0.00186,0.404
6233,NEUROCHEM INT,0197-0186,5702,2.857,2.902,0.405,257,5.6,0.01459,0.781
6234,NEUROCHEM J+,1819-7124,85,0.291,0.328,0.093,43,,0.00022,0.061
6235,NEUROCHEM RES,0364-3190,6524,2.24,2.398,0.374,278,6.7,0.01392,0.625
6236,NEUROCHIRURGIE,0028-3770,608,0.343,0.405,0,41,>10.0,0.00079,0.104
6237,NEUROCIRUGIA,1130-1473,247,0.54,0.548,0.245,53,5,0.00062,0.14
6238,NEUROCOMPUTING,0925-2312,4575,1.58,1.595,0.116,361,4.8,0.01588,0.487
6239,NEUROCRIT CARE,1541-6933,1494,2.467,2.296,0.415,159,3.2,0.00651,0.695
6240,NEURODEGENER DIS,1660-2854,951,3.056,3.078,0.917,48,3.7,0.00377,0.844
6241,NEUROENDOCRINOL LETT,0172-780X,1639,1.296,1.203,0.185,168,4.4,0.00411,0.249
6242,NEUROENDOCRINOLOGY,0028-3835,3962,2.376,2.728,0.483,60,>10.0,0.00498,0.777
6243,NEUROEPIDEMIOLOGY,0251-5350,2175,2.305,2.817,0.471,68,6.3,0.00649,1.009
6244,NEUROETHICS-NETH,1874-5490,77,0.917,1.389,0.095,21,,0.00043,0.437
6245,NEUROFORUM,0947-0875,7,0.043,,,,,0.00002,
6246,NEUROGASTROENT MOTIL,1350-1925,3651,3.414,3.271,0.584,185,3.9,0.01243,0.916
6247,NEUROGENETICS,1364-6745,1034,3.354,3.355,0.974,38,4.3,0.00471,1.301
6248,NEUROIMAG CLIN N AM,1052-5149,844,1.506,1.685,0.062,48,6.7,0.00213,0.572
6249,NEUROIMAGE,1053-8119,50569,5.895,6.608,1.237,1024,5.7,0.15398,2.164
6250,NEUROIMMUNOMODULAT,1021-7401,1104,2.383,2.326,0.405,42,5.8,0.00256,0.59
6251,NEUROINFORMATICS,1539-2791,568,2.973,2.56,3.958,24,4.7,0.00168,1.088
6252,NEUROL ASIA,1823-6138,85,0.186,,0.016,63,,0.00045,
6253,NEUROL CLIN,0733-8619,1570,2.336,2.362,0.361,61,7.2,0.00382,0.745
6254,NEUROL CROATICA,0353-8842,31,0.174,0.169,0,6,,0.00005,0.032
6255,NEUROL INDIA,0028-3886,1082,0.956,0.968,0.467,120,6,0.00241,0.261
6256,NEUROL MED-CHIR,0470-8105,1899,0.609,0.856,0.01,195,8.9,0.00327,0.239
6257,NEUROL NEUROCHIR POL,0028-3843,333,0.433,,0,71,6.1,0.00062,
6258,NEUROL RES,0161-6412,3048,1.522,1.649,0.118,153,6.8,0.00709,0.478
6259,NEUROL SCI,1590-1874,1997,1.315,1.273,0.237,270,5.4,0.00498,0.329
6260,NEUROLOGIA,0213-4853,550,0.79,0.602,0.311,61,5.9,0.00083,0.104
6261,NEUROLOGIST,1074-7931,815,1.261,1.736,0.113,71,4.5,0.00314,0.544
6262,NEUROLOGY,0028-3878,72475,8.312,7.634,1.938,497,8.7,0.14412,2.673
6263,NEUROMODULATION,1094-7159,541,1.186,1.28,0.25,68,5.4,0.00082,0.205
6264,NEUROMOL MED,1535-1084,1089,5,4.249,0.355,31,4.2,0.00428,1.377
6265,NEUROMUSCULAR DISORD,0960-8966,3160,2.797,2.725,0.923,78,6.3,0.00917,0.933
6266,NEURON,0896-6273,64092,14.736,15.71,3.052,327,7.7,0.22792,8.508
6267,NEURON GLIA BIOL,1740-925X,512,1.339,2.676,,,4.7,0.00302,1.111
6268,NEUROPATH APPL NEURO,0305-1846,2613,3.802,3.728,1.82,50,8,0.00549,1.195
6269,NEUROPATHOLOGY,0919-6544,1258,2.022,1.8,0.554,83,4.5,0.00421,0.532
6270,NEUROPEDIATRICS,0174-304X,1421,0.937,1.228,0.053,57,9.6,0.00247,0.458
6271,NEUROPEPTIDES,0143-4179,1539,1.553,1.905,0.385,52,7.7,0.00246,0.506
6272,NEUROPHARMACOLOGY,0028-3908,12953,4.814,4.137,1.057,315,7.1,0.02931,1.259
6273,NEUROPHYSIOL CLIN,0987-7053,886,1.98,2.229,0,18,8.2,0.00236,0.757
6274,NEUROPHYSIOLOGY+,0090-2977,174,0.468,,0.056,72,8.4,0.00011,
6275,NEUROPSYCH DIS TREAT,1176-6328,734,1.809,,0.36,75,3.3,0.00314,
6276,NEUROPSYCHOBIOLOGY,0302-282X,2437,2.675,2.586,0.379,58,8.5,0.00353,0.686
6277,NEUROPSYCHOL REHABIL,0960-2011,1152,1.717,2.438,0.674,43,6.8,0.00217,0.614
6278,NEUROPSYCHOL REV,1040-7308,1339,6.618,7.395,0.615,26,4.5,0.00551,2.521
6279,NEUROPSYCHOLOGIA,0028-3932,18937,3.636,4.504,0.534,425,7.5,0.0517,1.6
6280,NEUROPSYCHOLOGY,0894-4105,4115,3.816,4.063,0.74,77,7.5,0.01025,1.457
6281,NEUROPSYCHOPHARMACOL,0893-133X,18318,7.991,7.223,1.543,232,5.8,0.05357,2.31
6282,NEUROQUANTOLOGY,1303-5150,130,0.559,,0.244,78,2.3,0.00017,
6283,NEURORADIOLOGY,0028-3940,4828,2.824,2.796,0.538,104,9.2,0.00935,0.909
6284,NEUROREHAB NEURAL RE,1545-9683,2128,4.495,4.757,0.628,94,3.4,0.0073,1.161
6285,NEUROREHABILITATION,1053-8135,962,1.635,1.99,0.13,92,4.6,0.00281,0.513
6286,NEUROREPORT,0959-4965,17026,1.656,1.989,0.198,197,>10.0,0.02094,0.695
6287,NEUROSCI BIOBEHAV R,0149-7634,11422,8.65,9.673,2.408,142,6.6,0.02973,3.372
6288,NEUROSCI BULL,1673-7067,292,1.311,,0.087,46,3,0.0014,
6289,NEUROSCI LETT,0304-3940,31037,2.105,2.168,0.403,931,8.3,0.05768,0.633
6290,NEUROSCI RES,0168-0102,4502,2.25,2.376,0.385,156,7.1,0.01124,0.784
6291,NEUROSCIENCE,0306-4522,40083,3.38,3.458,0.581,852,7.9,0.09195,1.146
6292,NEUROSCIENCES,1319-6138,92,0.121,0.094,0.074,68,,0.00016,0.021
6293,NEUROSCIENTIST,1073-8584,2935,4.568,6.234,1.341,44,5.7,0.01053,2.397
6294,NEUROSIGNALS,1424-862X,677,2.111,3.163,0.211,19,6,0.00212,1.11
6295,NEUROSURG CLIN N AM,1042-3680,1040,1.758,1.661,0.143,49,8.6,0.00217,0.534
6296,NEUROSURG FOCUS,1092-0684,3780,2.867,,0.26,146,5.4,0.01214,
6297,NEUROSURG QUART,1050-6438,109,0.103,0.122,0,59,8.1,0.00014,0.028
6298,NEUROSURG REV,0344-5607,1315,2.036,2.206,0.288,52,6.8,0.00323,0.672
6299,NEUROSURGERY,0148-396X,26799,2.785,3.822,0.492,504,9.1,0.04528,1.096
6300,NEUROTHERAPEUTICS,1933-7213,1524,6.008,,0.615,65,3,0.0084,
6301,NEUROTOX RES,1029-8428,1597,3.514,3.215,0.551,98,4.3,0.00493,0.888
6302,NEUROTOXICOL TERATOL,0892-0362,3030,2.983,3.155,0.622,82,8.5,0.00424,0.795
6303,NEUROTOXICOLOGY,0161-813X,4447,3.096,3.394,0.396,111,6,0.01085,0.923
6304,NEUROUROL URODYNAM,0733-2467,3139,2.958,2.729,0.384,198,5.5,0.00802,0.75
6305,NEW ASTRON,1384-1076,1161,1.411,1.327,0.582,67,6.5,0.00396,0.568
6306,NEW ASTRON REV,1387-6473,987,1.321,0.874,0.6,5,7,0.00406,0.457
6307,NEW BIOTECHNOL,1871-6784,564,2.756,2.867,0.203,123,2.3,0.00267,0.774
6308,NEW CARBON MATER,1007-8827,437,0.914,0.842,0.176,74,4.1,0.00103,0.168
6309,NEW ENGL J MED,0028-4793,232068,53.298,50.075,11.484,349,7.8,0.66466,21.293
6310,NEW FOREST,0169-4286,939,1.184,1.178,0.226,53,8.5,0.00133,0.281
6311,NEW GENERAT COMPUT,0288-3635,209,0.941,0.589,0,18,>10.0,0.00029,0.164
6312,NEW GENET SOC,1463-6778,190,0.902,1.027,0,26,4.2,0.00062,0.3
6313,NEW J CHEM,1144-0546,9359,2.605,2.775,0.684,358,6.8,0.0179,0.68
6314,NEW J PHYS,1367-2630,14440,4.177,3.773,0.97,734,2.9,0.11885,2.097
6315,NEW MEDIT,1594-5685,18,0.099,,0.033,30,,0.00006,
6316,NEW MICROBIOL,1121-7138,555,1,0.925,0.193,57,5.8,0.00123,0.227
6317,NEW PHYTOL,0028-646X,24938,6.645,6.693,1.573,344,6.9,0.06394,2.273
6318,NEW REV HYPERMEDIA M,1361-4568,52,0.577,,0,13,,0.00022,
6319,NEW SCI,0262-4079,726,0.313,0.204,0.204,186,8.1,0.00263,0.103
6320,NEW ZEAL J AGR RES,0028-8233,1084,0.853,0.641,0.12,25,>10.0,0.00095,0.162
6321,NEW ZEAL J BOT,0028-825X,946,0.745,0.723,0.107,28,>10.0,0.00054,0.191
6322,NEW ZEAL J CROP HORT,0114-0671,473,0.544,0.556,0.077,26,>10.0,0.00049,0.136
6323,NEW ZEAL J ECOL,0110-6465,780,1.778,1.486,0.229,35,>10.0,0.0014,0.544
6324,NEW ZEAL J GEOL GEOP,0028-8306,1099,0.741,0.839,0.194,31,>10.0,0.00087,0.319
6325,NEW ZEAL J MAR FRESH,0028-8330,1768,0.991,1.053,1.2,45,>10.0,0.00149,0.333
6326,NEW ZEAL J ZOOL,0301-4223,762,0.919,0.846,0.103,29,>10.0,0.00082,0.264
6327,NEW ZEAL VET J,0048-0169,1136,0.887,1.164,0.63,54,9.5,0.00164,0.311
6328,NEWSL STRATIGR,0078-0421,280,1.143,1.9,0,5,>10.0,0.00046,0.833
6329,NEXUS NETW J,1590-5896,28,0.07,,0.028,36,,0.00006,
6330,NICOTINE TOB RES,1462-2203,3966,2.579,2.894,0.271,166,4.8,0.01523,1.056
6331,NIGER J CLIN PRACT,1119-3077,125,0.192,,0.009,110,3.8,0.00052,
6332,NIHON REOROJI GAKK,0387-1533,137,0.438,0.388,0.148,27,5.9,0.00042,0.134
6333,NIPPON SUISAN GAKK,0021-5392,1908,0.11,0.148,0.009,107,>10.0,0.00061,0.055
6334,NITRIC OXIDE-BIOL CH,1089-8603,2292,3.548,3.127,0.482,83,5.6,0.00602,0.852
6335,NJAS-WAGEN J LIFE SC,1573-5214,567,0.96,0.98,0.394,33,>10.0,0.00052,0.287
6336,NMR BIOMED,0952-3480,4452,3.214,3.766,0.595,153,7.1,0.01132,1.254
6337,NOBEL MED,1305-2381,11,0.036,,0,69,,0.00002,
6338,NODEA-NONLINEAR DIFF,1021-9722,298,0.538,0.748,0.121,33,5.3,0.00262,0.706
6339,NOISE CONTROL ENG J,0736-2501,228,0.223,0.291,0.138,65,>10.0,0.0007,0.149
6340,NOISE HEALTH,1463-1741,509,1.254,,0.37,46,7.6,0.00105,
6341,NONDESTRUCT TEST EVA,1058-9759,146,0.827,0.916,0.154,26,4.3,0.0008,0.408
6342,NONLINEAR ANAL-MODEL,1392-5113,167,0.686,,0.086,35,4.4,0.0009,
6343,NONLINEAR ANAL-REAL,1468-1218,2552,2.043,1.971,0.516,312,2.5,0.01542,0.767
6344,NONLINEAR ANAL-THEOR,0362-546X,10354,1.536,1.579,0.297,650,4.6,0.0482,0.713
6345,NONLINEAR DYNAM,0924-090X,2555,1.247,1.438,0.286,185,6.1,0.00848,0.554
6346,NONLINEAR OSCIL,1536-0059,636,0.164,,0.047,43,>10.0,0.00028,
6347,NONLINEAR PROC GEOPH,1023-5809,1231,1.597,1.658,0.241,83,6.1,0.00484,0.75
6348,NONLINEARITY,0951-7715,2681,1.386,1.42,0.315,162,6.9,0.01656,1.166
6349,NORD J BOT,0107-055X,861,0.551,0.565,0.099,101,>10.0,0.00118,0.167
6350,NORD J PSYCHIAT,0803-9488,924,0.983,1.277,0.31,58,6.6,0.0023,0.403
6351,NORD PULP PAP RES J,0283-2631,952,0.655,0.827,0.176,51,9.8,0.00212,0.338
6352,NOROPSIKIYATRI ARS,1300-0667,44,0.165,,0,70,,0.00003,
6353,NORTH J APPL FOR,0742-6348,341,0.435,0.596,0,33,9.5,0.00057,0.182
6354,NORTH-WEST J ZOOL,1584-9074,137,0.747,,0.145,62,,0.00004,
6355,NORTHWEST SCI,0029-344X,619,0.347,0.661,0.222,18,>10.0,0.00074,0.216
6356,NORW J GEOL,0029-196X,615,1.314,1.415,0,6,>10.0,0.00131,0.606
6357,NOT BOT HORTI AGROBO,0255-965X,175,0.652,,0.086,93,2.3,0.00038,
6358,NOTARZT,0177-2309,68,0.276,,0.2,25,,0.00006,
6359,NOTES REC ROY SOC,0035-9149,137,0.163,0.234,0.167,24,>10.0,0.00027,0.139
6360,NOTFALL RETTUNGSMED,1434-6222,298,0.542,,0.197,76,4.1,0.00031,
6361,NOTRE DAME J FORM L,0029-4527,262,0.386,,0.074,27,>10.0,0.00096,
6362,NOVA HEDWIGIA,0029-5035,1514,0.615,0.805,0.247,93,>10.0,0.00182,0.212
6363,NOVON,1055-3177,397,0.195,0.24,0.045,89,9.5,0.00089,0.093
6364,NPG ASIA MATER,1884-4049,94,5.533,5.533,0.917,12,,0.00061,2.198
6365,NUCL DATA SHEETS,0090-3752,959,3.821,4.167,0.759,29,5.4,0.00528,2.081
6366,NUCL ENG DES,0029-5493,3902,0.765,0.954,0.108,563,8.1,0.0095,0.332
6367,NUCL ENG INT,0029-5507,54,0.058,0.048,0.096,52,,0.00018,0.025
6368,NUCL ENG TECHNOL,1738-5733,287,0.487,,0,58,4,0.00225,
6369,NUCL FUSION,0029-5515,8123,4.09,3.633,0.84,318,6.1,0.02488,1.314
6370,NUCL INSTRUM METH A,0168-9002,19910,1.207,1.096,0.22,1801,7.3,0.04804,0.361
6371,NUCL INSTRUM METH B,0168-583X,14447,1.211,1.072,0.208,583,8,0.03267,0.364
6372,NUCL MED BIOL,0969-8051,3663,3.023,2.756,0.318,132,6.8,0.00782,0.747
6373,NUCL MED COMMUN,0143-3636,2255,1.404,1.446,0.15,167,6.9,0.00486,0.398
6374,NUCL PHYS A,0375-9474,17962,1.54,1.576,0.574,333,>10.0,0.0294,0.699
6375,NUCL PHYS B,0550-3213,37566,4.661,3.593,2.007,284,>10.0,0.05349,1.637
6376,NUCL SCI ENG,0029-5639,1891,0.792,0.86,0.297,64,>10.0,0.00276,0.39
6377,NUCL SCI TECH,1001-8042,95,0.199,,0.034,58,,0.00046,
6378,NUCL TECHNOL,0029-5450,1303,0.601,0.659,0.173,168,9.6,0.00314,0.255
6379,NUCL TECHNOL RADIAT,1451-3994,102,1.159,,0,43,2.1,0.00036,
6380,NUCLEIC ACID THER,2159-3337,2,,,0.062,32,,0,
6381,NUCLEIC ACIDS RES,0305-1048,106520,8.026,7.417,2.016,1230,7.4,0.30497,3.003
6382,NUCLEOS NUCLEOT NUCL,1525-7770,1601,0.899,0.78,0.051,117,7.8,0.00266,0.198
6383,NUKLEARMED-NUCL MED,0029-5566,514,1.28,1.141,0.25,32,4.9,0.00144,0.305
6384,NUKLEONIKA,0029-5922,255,0.389,0.328,0.073,55,6.6,0.00064,0.102
6385,NUMER ALGORITHMS,1017-1398,969,1.042,0.965,0.241,87,7.8,0.00415,0.612
6386,NUMER FUNC ANAL OPT,0163-0563,775,0.711,0.7,0.08,75,9.5,0.00281,0.46
6387,NUMER HEAT TR A-APPL,1040-7782,2549,2.492,2.455,0.472,89,5.6,0.00548,0.549
6388,NUMER HEAT TR B-FUND,1040-7790,1304,2.054,2.18,0.417,48,6.6,0.00242,0.517
6389,NUMER LINEAR ALGEBR,1070-5325,799,1.168,1.304,0.242,62,7.9,0.00448,1.016
6390,NUMER MATH,0029-599X,4366,1.321,1.79,0.268,82,>10.0,0.01008,1.558
6391,NUMER MATH-THEORY ME,1004-8979,66,0.692,0.853,0.065,31,,0.0008,0.579
6392,NUMER METH PART D E,0749-159X,1191,1.404,1.374,0.264,91,5.7,0.00512,0.648
6393,NUNCIUS,0394-7394,15,0.038,0.068,,,,0.0002,0.181
6394,NUOVO CIM B,2037-4895,879,0.243,0.239,,0,>10.0,0.00149,0.096
6395,NURS CLIN N AM,0029-6465,408,0.523,0.601,0.022,45,8.1,0.00062,0.158
6396,NURS CRIT CARE,1362-1017,340,1.082,,1.4,30,4.3,0.00079,
6397,NURS ECON,0746-1739,540,0.844,1.152,0.333,6,6,0.00162,0.382
6398,NURS EDUC,0363-3624,513,0.821,0.83,0.111,54,6.8,0.00106,0.223
6399,NURS EDUC TODAY,0260-6917,1943,1.241,1.498,0.224,152,6.6,0.00282,0.267
6400,NURS ETHICS,0969-7330,731,0.815,1.183,0.698,63,5.8,0.00116,0.223
6401,NURS HEALTH SCI,1441-0745,516,0.684,,0.054,74,5.9,0.00129,
6402,NURS INQ,1320-7881,465,0.643,0.97,0.121,33,7.5,0.00087,0.279
6403,NURS OUTLOOK,0029-6554,690,1.522,1.571,0.969,32,6.5,0.00165,0.492
6404,NURS PHILOS,1466-7681,223,0.837,,0.04,25,5.5,0.00055,
6405,NURS RES,0029-6562,2881,1.402,2.121,0.333,63,>10.0,0.00385,0.702
6406,NUTR CANCER,0163-5581,3936,2.783,2.784,0.356,146,8.4,0.00678,0.737
6407,NUTR CLIN METAB,0985-0562,100,0.333,,0.115,26,5.2,0.00015,
6408,NUTR CLIN PRACT,0884-5336,934,1.594,,0.26,77,4.5,0.00303,
6409,NUTR CYCL AGROECOSYS,1385-1314,2673,1.792,2.119,0.258,93,8.6,0.00483,0.679
6410,NUTR DIET,1446-6368,278,0.875,,0.452,42,4.1,0.00079,
6411,NUTR HOSP,0212-1611,825,1.12,0.998,0.123,219,4.3,0.00135,0.138
6412,NUTR J,1475-2891,1096,2.477,3.037,0.269,134,4.3,0.00383,0.861
6413,NUTR METAB,1743-7075,1005,2.885,2.984,0.315,89,3.6,0.00389,0.86
6414,NUTR METAB CARDIOVAS,0939-4753,2282,3.731,3.622,0.696,135,3.8,0.00877,1.056
6415,NUTR NEUROSCI,1028-415X,619,1.563,1.382,0.091,33,6.7,0.00107,0.336
6416,NUTR RES,0271-5317,2715,1.974,1.982,0.25,116,7.8,0.00522,0.506
6417,NUTR RES PRACT,1976-1457,191,1.083,,0.118,76,2.4,0.00071,
6418,NUTR RES REV,0954-4224,1005,4.842,4.429,0.684,19,7,0.00203,1.314
6419,NUTR REV,0029-6643,4526,4.472,4.363,0.623,69,6.7,0.01114,1.28
6420,NUTRIENTS,2072-6643,89,0.676,0.686,0.293,58,,0.00038,0.195
6421,NUTRITION,0899-9007,6139,3.025,2.903,0.812,165,7.6,0.01036,0.736
6422,OBES METAB-MILAN,1825-3865,21,0.152,,0.2,5,,0.00013,
6423,OBES REV,1467-7881,4347,7.038,7.231,1.297,148,4.5,0.01565,2.341
6424,OBES SURG,0960-8923,7136,3.286,3.12,0.755,261,5.1,0.0179,0.755
6425,OBESITY,1930-7381,9038,4.284,4.742,0.81,347,3.5,0.05324,1.591
6426,OBESITY FACTS,1662-4025,309,1.856,2,0.411,73,2.4,0.00154,0.603
6427,OBSERVATORY,0029-7704,241,0.481,0.32,0.19,21,>10.0,0.00013,0.094
6428,OBSTET GYN CLIN N AM,0889-8545,980,1.703,1.601,0.043,46,8,0.00213,0.521
6429,OBSTET GYNECOL,0029-7844,24906,4.73,4.718,1.134,321,8.7,0.05034,1.618
6430,OBSTET GYNECOL SURV,0029-7828,1988,2.514,2.907,0.417,36,9.9,0.00303,0.901
6431,OCCUP ENVIRON MED,1351-0711,6165,3.02,3.613,0.855,138,7.5,0.0137,1.217
6432,OCCUP MED-OXFORD,0962-7480,1796,1.136,1.636,0.411,90,6.6,0.0043,0.505
6433,OCCUP THER INT,0966-7903,115,0.526,,0,19,7.1,0.00021,
6434,OCEAN COAST MANAGE,0964-5691,1426,1.333,1.538,0.411,95,7.2,0.0028,0.451
6435,OCEAN DYNAM,1616-7341,984,1.774,2.183,0.448,134,5.1,0.00541,1.059
6436,OCEAN ENG,0029-8018,1913,1.178,1.19,0.126,206,6,0.00647,0.451
6437,OCEAN MODEL,1463-5003,1593,2.462,2.439,0.394,94,4.8,0.0081,1.1
6438,OCEAN SCI,1812-0784,523,2.293,,0.368,57,2.8,0.00393,
6439,OCEANOGR MAR BIOL,0078-3218,2110,2.727,10,0.667,6,>10.0,0.00262,4.081
6440,OCEANOGRAPHY,1042-8275,1467,2.986,,1.857,63,4.5,0.00747,
6441,OCEANOL HYDROBIOL ST,1730-413X,192,0.291,,0.104,48,4.8,0.00044,
6442,OCEANOLOGIA,0078-3234,553,1.242,1.439,0.18,50,6.7,0.00107,0.341
6443,OCEANOLOGY+,0001-4370,829,0.393,0.441,0.103,107,>10.0,0.00098,0.12
6444,OCHR SR,1230-6169,269,1.633,,0.312,48,2.9,0.00018,
6445,OCUL IMMUNOL INFLAMM,0927-3948,680,1.25,1.039,0.125,88,5.6,0.00191,0.311
6446,OCUL SURF,1542-0124,580,3.931,4.833,0.786,14,4.6,0.00228,1.479
6447,ODONATOLOGICA,0375-0183,365,0.355,0.383,0.103,29,>10.0,0.00025,0.084
6448,ODONTOLOGY,1618-1247,189,1.222,1.5,0.194,31,5.2,0.00056,0.415
6449,OECOLOGIA,0029-8549,27832,3.412,3.888,0.524,311,>10.0,0.04044,1.497
6450,OFIOLITI,0391-2612,279,1.125,1.39,0,10,>10.0,0.0004,0.366
6451,OIKOS,0030-1299,17502,3.061,3.604,0.845,207,>10.0,0.03056,1.543
6452,OIL GAS J,0030-1388,775,0.147,0.085,0.073,124,>10.0,0.00128,0.039
6453,OIL GAS SCI TECHNOL,1294-4475,823,1.389,1.296,0.191,68,6.2,0.00257,0.492
6454,OIL GAS-EUR MAG,0342-5622,57,0.246,0.205,0,29,,0.00018,0.068
6455,OIL SHALE,0208-189X,283,0.838,0.86,0.024,41,5.7,0.00056,0.17
6456,OLIGONUCLEOTIDES,1545-4576,620,2.797,2.634,0.769,13,4.1,0.00208,0.648
6457,OMEGA-INT J MANAGE S,0305-0483,3103,3.338,3.622,0.919,74,7.5,0.00749,1.168
6458,OMICS,1536-2310,673,2.441,2.204,0.406,96,4.1,0.00262,0.693
6459,ONCOGENE,0950-9232,58176,6.373,6.889,1.777,444,7.2,0.17174,2.816
6460,ONCOL LETT,1792-1074,27,0.108,0.108,0.023,219,,0.00008,0.023
6461,ONCOL NURS FORUM,0190-535X,2649,2.509,2.761,0.365,52,8,0.0047,0.785
6462,ONCOL REP,1021-335X,6434,1.835,1.827,0.402,423,4.8,0.02094,0.523
6463,ONCOL RES,0965-0407,853,1.299,1.338,0.125,24,8.2,0.00145,0.36
6464,ONCOLOGIE,1292-3818,77,0.174,,0.093,86,,0.00012,
6465,ONCOLOGIST,1083-7159,6100,3.91,5.262,0.71,207,4.7,0.02296,1.714
6466,ONCOLOGY-BASEL,0030-2414,3586,2.267,2.355,0.121,132,6.9,0.00801,0.712
6467,ONCOLOGY-NY,0890-9091,1312,1.026,1.199,0.173,52,9.3,0.00299,0.462
6468,ONCOTARGET,1949-2553,493,4.784,4.784,1.099,121,1.3,0.00152,1.119
6469,ONCOTARGETS THER,1178-6930,63,1.261,1.089,0.105,19,,0.0003,0.292
6470,ONDERSTEPOORT J VET,0030-2465,785,0.356,0.52,,,>10.0,0.00051,0.16
6471,ONKOLOGE,0947-8965,152,0.173,,0.074,108,4,0.00021,
6472,ONKOLOGIE,0378-584X,867,0.868,0.965,0.262,103,4.9,0.00237,0.264
6473,ONLINE INFORM REV,1468-4527,398,0.939,1.246,0.083,48,3.9,0.00154,0.332
6474,OPEN SYST INF DYN,1230-1612,254,1.167,0.857,0.08,25,5.8,0.00119,0.422
6475,OPER DENT,0361-7734,2111,1.238,1.572,0.012,81,7.8,0.00393,0.454
6476,OPER MATRICES,1846-3886,84,0.435,0.599,0.038,52,,0.00135,0.536
6477,OPER ORTHOP TRAUMATO,0934-6694,269,0.459,,0.022,46,5.4,0.00082,
6478,OPER RES,0030-364X,7536,1.665,2.285,0.25,116,>10.0,0.01724,1.832
6479,OPER RES LETT,0167-6377,1705,0.537,0.821,0.054,92,>10.0,0.00748,0.713
6480,OPER TECHN SPORT MED,1060-1872,159,0.164,0.255,0.031,32,8.2,0.00024,0.08
6481,OPHTHAL EPIDEMIOL,0928-6586,928,1.453,1.792,0.27,37,5.6,0.00353,0.729
6482,OPHTHAL PHYSL OPT,0275-5408,1890,1.583,1.54,0.597,67,8.7,0.00306,0.428
6483,OPHTHAL PLAST RECONS,0740-9303,1557,0.691,0.782,0.263,190,7.3,0.00307,0.214
6484,OPHTHALMIC GENET,1381-6810,442,0.926,1.085,0.39,41,6.4,0.00131,0.402
6485,OPHTHALMIC RES,0030-3747,662,1.561,0.736,0.232,69,>10.0,0.0011,0.215
6486,OPHTHALMOLOGE,0941-293X,1039,0.617,0.714,0.073,151,6.2,0.00238,0.186
6487,OPHTHALMOLOGICA,0030-3755,1539,1.424,1.15,0.294,68,>10.0,0.00239,0.368
6488,OPHTHALMOLOGY,0161-6420,24769,5.454,5.567,1.208,336,8.3,0.05699,1.907
6489,OPT APPL,0078-5466,344,0.398,0.433,0.064,78,6,0.00076,0.108
6490,OPT COMMUN,0030-4018,16224,1.486,1.356,0.381,1034,7.6,0.03435,0.401
6491,OPT ENG,0091-3286,6299,0.959,0.885,0.176,584,9.1,0.01003,0.243
6492,OPT EXPRESS,1094-4087,54094,3.587,3.666,0.743,2982,3.5,0.24089,1.167
6493,OPT FIBER TECHNOL,1068-5200,650,1.554,1.232,0.217,92,5.4,0.00199,0.393
6494,OPT LASER ENG,0143-8166,2290,1.838,1.66,0.351,208,4.9,0.00689,0.506
6495,OPT LASER TECHNOL,0030-3992,1836,1.515,1.277,0.308,234,4.2,0.00539,0.331
6496,OPT LETT,0146-9592,45759,3.399,3.387,0.716,1603,6.5,0.12708,1.166
6497,OPT MATER,0925-3467,6167,2.023,1.983,0.419,420,5.3,0.01723,0.562
6498,OPT MATER EXPRESS,2159-3930,83,,,0.506,164,,0,
