Rank,Journal Title,ISSN,Total Cites,IF,5-Year IF,Immediacy Index,Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
7040,POLAR RES,0800-0395,898,1.622,1.687,0.312,32,>10.0,0.00198,0.679
7041,POLIMEROS,0104-1428,334,0.493,0.603,0,59,5.7,0.00051,0.101
7042,POLIMERY-W,0032-2725,517,0.47,0.567,0.083,84,5.4,0.00076,0.086
7043,POLYCYCL AROMAT COMP,1040-6638,526,1.044,1.104,0.122,41,>10.0,0.00064,0.294
7044,POLYHEDRON,0277-5387,12835,1.813,1.946,0.403,558,7.2,0.0165,0.345
7045,POLYM ADVAN TECHNOL,1042-7147,3993,1.635,1.982,0.288,208,5.7,0.00845,0.468
7046,POLYM BULL,0170-0839,3494,1.332,1.394,0.189,243,8.6,0.00489,0.305
7047,POLYM CHEM-UK,1759-9954,3328,5.231,5.231,1.305,397,1.7,0.01199,1.274
7048,POLYM COMPOSITE,0272-8397,3184,1.482,1.578,0.23,261,6,0.0067,0.391
7049,POLYM DEGRAD STABIL,0141-3910,12648,2.77,3.291,0.314,315,7.1,0.01838,0.717
7050,POLYM ENG SCI,0032-3888,8075,1.243,1.601,0.169,302,>10.0,0.00965,0.397
7051,POLYM INT,0959-8103,5920,2.125,2.311,0.496,230,7.2,0.00998,0.563
7052,POLYM J,0032-3896,3024,1.496,1.198,0.28,168,>10.0,0.00464,0.331
7053,POLYM POLYM COMPOS,0967-3911,315,0.309,0.392,0.009,110,6.2,0.00066,0.096
7054,POLYM REV,1558-3724,1155,7.794,10.021,1.455,11,4.4,0.00485,2.85
7055,POLYM SCI SER A+,0965-545X,1342,0.669,0.66,0.056,107,9.3,0.00227,0.179
7056,POLYM SCI SER B+,1560-0904,389,0.44,0.429,0.109,64,7.6,0.00089,0.141
7057,POLYM SCI SER C+,1811-2382,105,0.625,0.377,0.083,12,7.1,0.00024,0.121
7058,POLYM TEST,0142-9418,3302,1.646,2.156,0.299,144,6.8,0.00641,0.577
7059,POLYM-KOREA,0379-153X,355,0.48,0.414,0.083,121,5,0.00028,0.033
7060,POLYM-PLAST TECHNOL,0360-2559,2030,1.481,1.314,0.24,246,4,0.00282,0.163
7061,POLYMER,0032-3861,49803,3.379,3.968,0.523,703,8.4,0.06271,0.955
7062,POLYMERS-BASEL,2073-4360,308,1.687,1.685,0.316,79,1.7,0.00126,0.426
7063,POPUL ECOL,1438-3896,810,1.923,1.987,0.286,56,4.7,0.00289,0.713
7064,POPUL HEALTH MANAG,1942-7891,185,1.182,1.207,0.14,50,2.7,0.00108,0.426
7065,PORT MATH,0032-5155,266,0.422,,0.05,20,>10.0,0.00079,
7066,POSITIVITY,1385-1292,266,0.295,0.431,0.07,43,6.7,0.00152,0.339
7067,POSTEP DERM ALERGOL,1642-395X,149,0.664,0.371,0.16,75,2,0.0001,0.017
7068,POSTEP HIG MED DOSW,0032-5449,445,0.552,,0.055,110,5.1,0.00089,
7069,POSTEP KARDIOL INTER,1734-9338,32,0.162,0.13,0.066,61,,0.00005,0.015
7070,POSTEP MIKROBIOL,0079-4252,60,0.207,0.227,0.031,32,,0.00004,0.015
7071,POSTEPY BIOL KOMORKI,0324-833X,50,0.087,,0.071,28,,0.00005,
7072,POSTGRAD MED,0032-5481,1533,1.972,1.688,0.246,69,4.6,0.00422,0.525
7073,POSTGRAD MED J,0032-5473,4122,1.608,1.829,0.226,93,>10.0,0.00543,0.559
7074,POSTHARVEST BIOL TEC,0925-5214,6155,2.454,3.038,0.543,162,7.1,0.00859,0.616
7075,POTATO RES,0014-3065,677,0.558,,0.167,24,>10.0,0.00074,
7076,POTENTIAL ANAL,0926-2601,515,0.959,0.84,0.429,42,8.7,0.00278,0.844
7077,POULTRY SCI,0032-5791,13639,1.516,2.066,0.257,409,>10.0,0.0134,0.44
7078,POWDER DIFFR,0885-7156,604,0.544,0.533,0.05,40,9.3,0.00134,0.241
7079,POWDER METALL,0032-5899,683,0.584,0.619,0.232,56,>10.0,0.00113,0.209
7080,POWDER METALL MET C+,1068-1302,605,0.262,0.34,0.082,98,>10.0,0.00079,0.099
7081,POWDER TECHNOL,0032-5910,10419,2.024,2.265,0.341,593,7.8,0.0175,0.557
7082,POWER,0032-5929,99,0.06,0.057,0,104,,0.00014,0.016
7083,PPAR RES,1687-4757,695,2.685,2.412,0.293,82,4.2,0.00276,0.58
7084,PRAKT METALLOGR-PR M,0032-678X,119,0.274,0.237,0.021,47,8.7,0.00026,0.08
7085,PRAMANA-J PHYS,0304-4289,1450,0.562,0.494,0.1,230,7.9,0.00324,0.172
7086,PRAT PSYCHOL,1269-1763,48,0.148,,0.069,29,,0.00009,
7087,PRECAMBRIAN RES,0301-9268,8624,4.441,4.918,1.181,160,8,0.01396,1.256
7088,PRECIS AGRIC,1385-2256,703,1.728,1.979,0.239,46,5.5,0.00182,0.545
7089,PRECIS ENG,0141-6359,1633,1.393,1.782,0.303,76,8.5,0.00336,0.59
7090,PREHOSP EMERG CARE,1090-3127,1233,1.859,1.704,0.371,70,5.8,0.00303,0.479
7091,PRENATAL DIAG,0197-3851,5218,2.683,2.334,0.568,213,6.7,0.01159,0.669
7092,PREP BIOCHEM BIOTECH,1082-6068,331,0.406,0.638,0.214,42,8.8,0.00038,0.124
7093,PRESENCE-TELEOP VIRT,1054-7460,1068,1.04,1.112,0.091,33,>10.0,0.00139,0.443
7094,PRESLIA,0032-7786,1032,2.833,3.08,2.25,24,6.9,0.00156,0.71
7095,PRESSE MED,0755-4982,1758,0.867,0.509,0.369,160,>10.0,0.00193,0.109
7096,PREV MED,0091-7435,10602,3.496,4.257,0.9,210,8.1,0.02323,1.488
7097,PREV VET MED,0167-5877,4589,2.389,2.565,0.448,172,7.1,0.00839,0.636
7098,PRIM CARE DIABETES,1751-9918,257,1.609,,0.523,44,3,0.00129,
7099,PRIM CARE RESP J,1471-4418,748,2.191,,1.321,53,3.5,0.00217,
7100,PRIMARY CARE,0095-4543,536,0.813,1.236,0.13,46,5.5,0.00138,0.349
7101,PRIMATES,0032-8332,1780,1.292,1.741,0.405,42,>10.0,0.0021,0.555
7102,PRION,1933-6896,481,2.133,2.71,0.319,72,3.5,0.0031,1.047
7103,PROBAB ENG INFORM SC,0269-9648,399,0.453,0.639,0.212,33,8.8,0.00133,0.447
7104,PROBAB MATH STAT-POL,0208-4147,152,0.452,,0,11,>10.0,0.00068,
7105,PROBAB THEORY REL,0178-8051,2055,1.394,1.544,0.347,75,>10.0,0.0108,2.005
7106,PROBABILIST ENG MECH,0266-8920,1095,1.086,1.44,0.359,64,8.5,0.00345,0.786
7107,PROBL ATOM SCI TECH,1562-6016,82,0.069,0.05,0.003,311,,0.00021,0.008
7108,PROBL INFORM TRANSM+,0032-9460,445,0.298,0.387,0.062,32,>10.0,0.00072,0.264
7109,PROCESS BIOCHEM,1359-5113,12134,2.414,2.983,0.355,352,7.4,0.01546,0.684
7110,PROCESS SAF ENVIRON,0957-5820,1089,1.495,1.757,0.353,51,6.8,0.00223,0.476
7111,PROCESS SAF PROG,1066-8527,418,0.717,0.745,0.169,71,5.9,0.00092,0.193
7112,PROD ANIM,0990-0632,263,0.688,0.542,,0,9.7,0.0003,0.12
7113,PROD OPER MANAG,1059-1478,1794,1.315,2.316,0.129,70,7.6,0.00545,1.215
7114,PROD PLAN CONTROL,0953-7287,1053,0.6,1.032,0.164,61,9,0.00143,0.287
7115,PROG AEROSP SCI,0376-0421,1296,2.396,3.795,0.038,26,9.3,0.00296,2.033
7116,PROG BIOPHYS MOL BIO,0079-6107,3369,2.914,3.844,1.491,57,7.5,0.0074,1.374
7117,PROG BRAIN RES,0079-6123,7778,4.191,3.71,1.036,55,6.6,0.02089,1.354
7118,PROG CARDIOVASC DIS,0033-0620,2171,4,4.641,0.169,65,6.4,0.00648,1.658
7119,PROG CHEM,1005-281X,1035,0.67,0.569,0.098,214,4.1,0.00218,0.096
7120,PROG COMPUT FLUID DY,1468-4349,152,0.156,0.359,0.07,43,5.5,0.00059,0.142
7121,PROG CRYST GROWTH CH,0960-8974,646,1.6,9.217,0.357,14,9.3,0.00123,3.058
7122,PROG ENERG COMBUST,0360-1285,4767,15.089,17.778,3,30,7.7,0.01036,5.469
7123,PROG HISTOCHEM CYTO,0079-6336,285,3.778,5.542,1.333,6,6.1,0.00066,1.565
7124,PROG LIPID RES,0163-7827,3893,10.25,10.69,1.583,24,8,0.00824,3.642
7125,PROG MATER SCI,0079-6425,5921,23.194,22.333,7.217,23,7,0.01501,8.643
7126,PROG MOL BIOL TRANSL,1877-1173,567,2.322,2.414,0.333,108,2.4,0.00416,1.077
7127,PROG NAT SCI-MATER,1002-0071,1341,0.989,0.922,0.236,89,5.4,0.00315,0.231
7128,PROG NEURO-PSYCHOPH,0278-5846,7830,3.552,3.505,0.661,189,5.3,0.02009,0.94
7129,PROG NEUROBIOL,0301-0082,10714,9.035,10.322,1.32,75,9,0.02055,3.396
7130,PROG NUCL ENERG,0149-1970,1066,0.704,0.905,0.159,126,6.1,0.0041,0.417
7131,PROG NUCL MAG RES SP,0079-6565,1993,6.022,6.065,1.389,18,8.3,0.00431,2.295
7132,PROG NUCLEIC ACID RE,0079-6603,1197,,3,,0,>10.0,0.00018,1.428
7133,PROG NUTR,1129-8723,25,0.117,0.09,0,15,,0.00008,0.028
7134,PROG OCEANOGR,0079-6611,5237,3.708,4.852,0.944,89,7.1,0.01542,2.064
7135,PROG OPTICS,0079-6638,874,2.438,4.61,,,>10.0,0.00193,2.684
7136,PROG ORG COAT,0300-9440,4981,1.848,2.431,0.335,236,6.8,0.00825,0.536
7137,PROG PART NUCL PHYS,0146-6410,2407,2.257,3.021,0.755,98,6.5,0.00871,1.478
7138,PROG PHOTOVOLTAICS,1062-7995,4535,7.712,7.023,3.223,112,4.6,0.01202,1.97
7139,PROG PHYS GEOG,0309-1333,2275,3.419,3.69,0.316,38,8.5,0.00427,1.324
7140,PROG POLYM SCI,0079-6700,14457,26.383,31.706,4.607,56,6.2,0.03107,8.28
7141,PROG QUANT ELECTRON,0079-6727,745,9.786,8.29,0,11,8.8,0.00189,3.482
7142,PROG REACT KINET MEC,1468-6783,204,0.373,0.406,0.067,30,>10.0,0.00015,0.083
7143,PROG RETIN EYE RES,1350-9462,3544,9.439,10.188,1.576,33,7.5,0.00852,3.652
7144,PROG RUBBER PLAST RE,1477-7606,64,0.407,,0.143,14,,0.00008,
7145,PROG SOLID STATE CH,0079-6786,1474,7.429,3.338,0,6,>10.0,0.00142,1.138
7146,PROG SURF SCI,0079-6816,1904,7.136,9.14,0.273,11,9.2,0.00397,3.97
7147,PROG THEOR PHYS,0033-068X,5987,2.479,1.908,0.549,122,>10.0,0.00877,0.81
7148,PROG THEOR PHYS SUPP,0375-9687,1659,1.249,0.797,0.202,183,9.8,0.00495,0.382
7149,PROG TRANSPLANT,1526-9248,465,0.806,,0.071,56,5.9,0.00139,
7150,PROG UROL,1166-7087,926,0.801,0.548,0.095,190,4.3,0.00116,0.064
7151,PROGRAM COMPUT SOFT+,0361-7688,57,0.105,0.112,0.029,34,,0.00003,0.009
7152,PROGRAM-ELECTRON LIB,0033-0337,179,0.377,0.409,0.143,21,>10.0,0.00035,0.152
7153,PROMET-ZAGREB,0353-5320,83,0.3,0.273,0.056,54,,0.00008,0.018
7154,PROPAG ORNAM PLANTS,1311-9109,87,0.492,0.35,0.077,26,,0.0002,0.064
7155,PROPELL EXPLOS PYROT,0721-3115,1379,1.245,1.381,0.259,85,7.9,0.00198,0.339
7156,PROSTAG LEUKOTR ESS,0952-3278,3062,2.732,2.866,0.281,57,7.4,0.00544,0.768
7157,PROSTAG OTH LIPID M,1098-8823,1967,2.422,2.391,0.288,52,>10.0,0.00319,0.718
7158,PROSTATE,0270-4137,7036,3.843,3.41,0.713,188,6.6,0.01624,1.014
7159,PROSTATE CANCER P D,1365-7852,1175,2.811,2.259,0.483,58,5.1,0.00397,0.773
7160,PROSTHET ORTHOT INT,0309-3646,666,0.624,0.883,0.182,55,>10.0,0.00087,0.241
7161,PROT MET PHYS CHEM+,2070-2051,258,0.693,0.62,0.088,113,2.2,0.00087,0.127
7162,PROTEIN CELL,1674-800X,715,3.22,3.22,0.525,99,2.1,0.00418,1.163
7163,PROTEIN ENG DES SEL,1741-0126,5236,2.588,2.781,0.308,91,>10.0,0.0077,0.991
7164,PROTEIN EXPRES PURIF,1046-5928,4668,1.429,1.507,0.383,206,7.2,0.00838,0.428
7165,PROTEIN J,1572-3887,560,1.126,1.161,0.22,82,4,0.0018,0.317
7166,PROTEIN PEPTIDE LETT,0929-8665,2058,1.994,1.709,0.488,168,3.6,0.00552,0.352
7167,PROTEIN SCI,0961-8368,13714,2.735,2.788,0.692,182,9.8,0.02519,1.208
7168,PROTEINS,0887-3585,16773,3.337,3.103,0.661,242,7.5,0.04091,1.175
7169,PROTEOM CLIN APPL,1862-8346,1160,2.925,2.124,0.532,47,3.8,0.00492,0.526
7170,PROTEOME SCI,1477-5956,740,2.42,2.385,0.209,91,2.8,0.00293,0.63
7171,PROTEOMICS,1615-9853,16435,4.132,4.223,0.719,327,5.4,0.04401,1.184
7172,PROTIST,1434-4610,1582,4.14,3.99,1.196,56,5.4,0.00425,1.188
7173,PROTOPLASMA,0033-183X,2872,2.855,2.36,0.518,114,>10.0,0.0037,0.65
7174,PRZ GASTROENTEROL,1895-5770,25,0.077,0.089,0.016,62,,0.00004,0.009
7175,PRZ MENOPAUZALNY,1643-8876,140,0.227,0.276,0.022,92,4.7,0.00005,0.009
7176,PRZEM CHEM,0033-2496,556,0.344,0.305,0.097,383,3.8,0.00043,0.023
7177,PSN-PSYCHIAT SCI HUM,1639-8319,8,0.061,0.071,,0,,0.00003,0.024
7178,PSYCHIAT CLIN NEUROS,1323-1316,2446,2.04,2.152,0.208,77,6.7,0.00552,0.63
7179,PSYCHIAT DANUB,0353-5053,375,0.633,0.586,0.307,127,2.8,0.00086,0.097
7180,PSYCHIAT ENFANT,0079-726X,61,0.083,0.192,0,20,,0.00016,0.089
7181,PSYCHIAT GENET,0955-8829,1091,2.365,2.28,0.25,44,5.8,0.00335,0.787
7182,PSYCHIAT INVEST,1738-3684,252,1.055,,0.097,62,3.1,0.00115,
7183,PSYCHIAT RES,0165-1781,10065,2.456,2.829,0.309,440,7.7,0.02295,0.88
7184,PSYCHIAT RES-NEUROIM,0925-4927,4048,3.364,3.832,0.159,113,5.4,0.01271,1.243
7185,PSYCHIAT SERV,1075-2730,7101,2.013,2.942,0.515,163,7,0.01656,0.999
7186,PSYCHIATR POL,0033-2674,398,1.48,0.74,0.657,70,2.7,0.00026,0.048
7187,PSYCHIATRY,0033-2747,1390,2.575,4.21,0.158,19,10,0.00269,1.46
7188,PSYCHO-ONCOLOGIE,1778-3798,41,0.243,0.229,0,31,,0.00004,0.013
7189,PSYCHO-ONCOLOGY,1057-9249,6022,3.506,4.16,0.465,159,5.9,0.01813,1.436
7190,PSYCHOGERIATRICS,1346-3500,170,1.262,0.846,0.051,39,3,0.00062,0.226
7191,PSYCHOL BULL,0033-2909,30814,15.575,19.676,2.316,38,>10.0,0.03266,9.13
7192,PSYCHOL GEZONDH,1873-1791,7,0.018,0.052,,0,,0.00003,0.013
7193,PSYCHOL HEALTH MED,1354-8506,1035,1.375,,0.246,65,6,0.00281,
7194,PSYCHOL MED,0033-2917,16680,5.587,6.148,0.913,230,8.6,0.03588,2.234
7195,PSYCHOL NEUROPSYCHIA,1760-1703,109,0.885,0.556,,0,5,0.00023,0.111
7196,PSYCHOL PSYCHOTHER-T,1476-0835,509,1.69,1.693,0.194,31,5.7,0.00177,0.618
7197,PSYCHOL REV,0033-295X,21374,9.797,11.342,1.222,36,>10.0,0.02148,6.154
7198,PSYCHOL SPORT EXERC,1469-0292,1407,1.719,2.433,0.3,100,5,0.00424,0.702
7199,PSYCHOMETRIKA,0033-3123,5986,2.205,2.495,0.14,43,>10.0,0.00615,1.885
7200,PSYCHONEUROENDOCRINO,0306-4530,9603,5.137,5.926,1.091,198,5.9,0.02423,1.764
7201,PSYCHOPATHOLOGY,0254-4962,1380,1.615,2.027,0.17,47,7.8,0.00275,0.601
7202,PSYCHOPHARMACOLOGY,0033-3158,24104,4.061,4.285,0.816,385,9,0.03699,1.223
7203,PSYCHOPHYSIOLOGY,0048-5772,10150,3.261,4.009,0.479,165,>10.0,0.01594,1.373
7204,PSYCHOSOM MED,0033-3174,10757,4.077,4.803,0.631,122,9,0.01828,1.684
7205,PSYCHOSOMATICS,0033-3182,2949,1.732,2.106,0.289,83,9.5,0.00484,0.68
7206,PSYCHOTHER PSYCHOSOM,0033-3190,2761,7.23,5.825,1.269,26,7.4,0.00523,1.577
7207,PTERIDINES,0933-4807,53,0.52,0.253,0.083,12,,0.00008,0.053
7208,PUBL ASTRON SOC AUST,1323-3580,925,3.12,2.806,0.787,47,5.2,0.00364,1.117
7209,PUBL ASTRON SOC JPN,0004-6264,4997,2.439,3.062,0.435,147,5.7,0.01686,1.096
7210,PUBL ASTRON SOC PAC,0004-6280,9054,3.69,3.425,0.788,118,>10.0,0.01677,1.535
7211,PUBL I MATH-BEOGRAD,0350-1302,281,0.195,,0.077,26,>10.0,0.00081,
7212,PUBL MAT,0214-1493,240,0.848,0.752,0,18,9.8,0.0018,0.976
7213,PUBL MATH-DEBRECEN,0033-3883,639,0.322,0.426,0.062,64,>10.0,0.00156,0.264
7214,PUBL MATH-PARIS,0073-8301,783,1.867,2.294,0.222,9,>10.0,0.00282,4.729
7215,PUBL RES I MATH SCI,0034-5318,678,0.807,0.736,0.071,28,>10.0,0.00342,1.12
7216,PUBLIC HEALTH,0033-3506,2363,1.35,1.605,0.58,181,6,0.00627,0.532
7217,PUBLIC HEALTH ETH-UK,1754-9973,113,0.788,0.942,0.615,26,3,0.00051,0.285
7218,PUBLIC HEALTH GENOM,1662-4246,417,2.57,2.667,0.949,39,2.4,0.00226,0.915
7219,PUBLIC HEALTH NURS,0737-1209,1043,0.78,1.065,0.164,61,8.3,0.00151,0.278
7220,PUBLIC HEALTH NUTR,1368-9800,6563,2.25,2.753,0.698,262,5.8,0.01713,0.829
7221,PUBLIC HEALTH REP,0033-3549,4053,1.421,1.731,0.314,70,>10.0,0.00843,0.73
7222,PULM PHARMACOL THER,1094-5539,1799,2.543,2.333,0.426,68,5,0.00565,0.705
7223,PULP PAP-CANADA,0316-4004,442,0.231,0.206,0,11,>10.0,0.00026,0.056
7224,PURE APPL CHEM,0033-4545,13333,3.386,3.115,0.382,173,>10.0,0.01333,0.936
7225,PURE APPL GEOPHYS,0033-4553,3873,1.617,1.67,0.19,137,>10.0,0.00739,0.76
7226,PURE APPL MATH Q,1558-8599,226,0.718,0.809,0.122,41,4.9,0.00482,1.382
7227,PURINERG SIGNAL,1573-9538,962,2.635,3.21,1,60,4.5,0.00294,0.9
7228,Q APPL MATH,0033-569X,1899,0.728,0.764,0.209,43,>10.0,0.00215,0.63
7229,Q J ENG GEOL HYDROGE,1470-9236,712,0.757,0.91,0.194,36,>10.0,0.00082,0.263
7230,Q J EXP PSYCHOL,1747-0218,3111,1.82,2.292,0.299,157,5.4,0.01352,1.052
7231,Q J MATH,0033-5606,1104,0.557,0.654,0.094,53,>10.0,0.00253,0.807
7232,Q J MECH APPL MATH,0033-5614,1019,1.271,1.123,0,25,>10.0,0.00169,0.74
7233,Q J NUCL MED MOL IM,1824-4785,978,1.918,2.164,0.256,43,4.9,0.003,0.668
7234,Q J ROY METEOR SOC,0035-9009,10467,3.327,3.253,0.476,166,>10.0,0.02628,1.778
7235,Q REV BIOL,0033-5770,3312,7.5,7.904,0.111,9,>10.0,0.00336,3.683
7236,Q REV BIOPHYS,0033-5835,2277,11.875,12.163,1.25,12,>10.0,0.00613,7.132
7237,QJM-INT J MED,1460-2725,5127,2.361,2.582,0.453,128,>10.0,0.00707,0.83
7238,QUAEST MATH,1607-3606,202,0.224,0.262,0.091,33,>10.0,0.00065,0.198
7239,QUAL ASSUR SAF CROP,1757-8361,49,0.729,0.627,0.083,24,,0.00019,0.148
7240,QUAL ENG,0898-2112,431,0.941,,0.133,45,9.3,0.00082,
7241,QUAL LIFE RES,0962-9343,6864,2.412,2.962,0.409,176,7.8,0.01329,0.99
7242,QUAL QUANT,0033-5177,932,0.728,1.242,0.071,126,5.9,0.0034,0.51
7243,QUAL RELIAB ENG INT,0748-8017,761,0.68,0.992,0.074,81,6.1,0.00248,0.383
7244,QUAL SAF HEALTH CARE,1475-3898,3642,2.16,3.139,,0,6.7,0.00952,1.097
7245,QUAL TECHNOL QUANT M,1684-3703,35,0.193,,0.071,28,,0.00023,
7246,QUANT FINANC,1469-7688,938,0.824,0.957,0.085,130,6.9,0.00467,0.64
7247,QUANT INFR THERM J,1768-6733,72,0.344,,0.077,13,,0.00021,
7248,QUANTUM ELECTRON+,1063-7818,2429,0.823,0.718,0.129,209,>10.0,0.00372,0.214
7249,QUANTUM INF COMPUT,1533-7146,1061,1.646,2.027,0.462,52,5.6,0.00646,1.261
7250,QUANTUM INF PROCESS,1570-0755,503,1.748,1.529,0.583,108,3.1,0.00208,0.621
7251,QUAT GEOCHRONOL,1871-1014,1290,4.015,3.913,0.512,121,3.3,0.00772,1.601
7252,QUATERN INT,1040-6182,5559,1.962,2.15,0.71,442,5.5,0.01568,0.723
7253,QUATERNAIRE,1142-2904,314,1.089,0.833,0.167,18,8,0.00064,0.263
7254,QUATERNARY RES,0033-5894,6053,2.204,2.811,0.377,106,>10.0,0.00984,1.177
7255,QUATERNARY SCI REV,0277-3791,13483,4.076,5.04,1.004,265,6.5,0.04308,2.112
7256,QUEST,0033-6297,627,0.661,0.875,0.125,24,>10.0,0.00068,0.219
7257,QUEUEING SYST,0257-0130,955,0.438,0.624,0.068,44,>10.0,0.00204,0.475
7258,QUIM NOVA,0100-4042,3463,0.737,0.982,0.077,392,5.9,0.00561,0.179
7259,QUINTESSENCE INT,0033-6572,1884,0.71,0.937,0.65,20,9.9,0.00341,0.308
7260,R J,2073-4859,58,0.825,0.9,0.059,17,,0.00062,0.589
7261,R&D MAG,0746-9179,15,0.132,0.036,0.02,50,,0.00004,0.012
7262,RACSAM REV R ACAD A,1578-7303,149,0.733,0.762,0.071,28,4.4,0.00126,0.571
7263,RADIAT EFF DEFECT S,1042-0150,1051,0.502,0.497,0.093,107,>10.0,0.00163,0.173
7264,RADIAT ENVIRON BIOPH,0301-634X,1127,1.754,1.719,0.295,44,7.9,0.00249,0.527
7265,RADIAT MEAS,1350-4487,4972,0.861,1.185,0.138,160,7.1,0.01307,0.435
7266,RADIAT ONCOL,1748-717X,1273,2.107,2.486,0.223,224,2.9,0.00579,0.726
7267,RADIAT PHYS CHEM,0969-806X,4908,1.375,1.302,0.192,360,8.5,0.00734,0.33
7268,RADIAT PROT DOSIM,0144-8420,4488,0.909,0.857,0.184,376,7.4,0.00959,0.279
7269,RADIAT RES,0033-7587,8368,2.698,2.779,0.487,156,>10.0,0.01266,0.885
7270,RADIO SCI,0048-6604,3254,1,1.026,0.407,113,>10.0,0.00444,0.431
7271,RADIOCARBON,0033-8222,4183,1.065,3.198,0.05,80,8.8,0.00975,1.252
7272,RADIOCHIM ACTA,0033-8230,2615,1.373,1.424,0.271,96,9.6,0.0038,0.42
7273,RADIOENGINEERING,1210-2512,430,0.687,0.735,0.12,167,3.3,0.00133,0.153
7274,RADIOGRAPHICS,0271-5333,7659,2.791,3.666,0.385,130,8.2,0.01267,1.087
7275,RADIOL CLIN N AM,0033-8389,1996,1.949,2.243,0.333,66,8.8,0.00404,0.709
7276,RADIOL MED,0033-8362,1315,1.461,1.44,0.132,106,5.3,0.00315,0.357
7277,RADIOL ONCOL,1318-2099,263,1.602,,0.396,48,2.6,0.00038,
7278,RADIOLOGE,0033-832X,600,0.468,0.428,0.129,93,8.5,0.0006,0.069
7279,RADIOLOGY,0033-8419,45413,6.339,6.738,0.832,381,9.9,0.07557,2.28
7280,RADIOPHYS QUANT EL+,0033-8443,877,0.955,0.784,0.176,74,9.2,0.00242,0.35
7281,RADIOPROTECTION,0033-8451,162,0.444,,0.031,32,7.2,0.00036,
7282,RADIOTHER ONCOL,0167-8140,11425,4.52,4.42,0.932,263,5.6,0.02755,1.206
7283,RAFFLES B ZOOL,0217-2445,895,0.752,1.231,0.264,72,5.8,0.00249,0.395
7284,RAIRO-OPER RES,0399-0559,168,0.237,0.407,0,17,>10.0,0.00059,0.273
7285,RAIRO-THEOR INF APPL,0988-3754,166,0.176,0.239,0.031,32,>10.0,0.0008,0.287
7286,RAMANUJAN J,1382-4090,356,0.493,0.629,0.051,79,5.1,0.0033,0.576
7287,RANDOM STRUCT ALGOR,1042-9832,1059,1.048,1.127,0.286,49,>10.0,0.00697,1.735
7288,RANGE MANAG AGROFOR,0971-2070,37,0.172,,0.026,38,,0.00007,
7289,RANGELAND ECOL MANAG,1550-7424,976,1.733,1.761,0.487,76,4.3,0.00356,0.534
7290,RANGELAND J,1036-9872,464,1.276,1.532,0.171,41,5,0.00129,0.43
7291,RAPID COMMUN MASS SP,0951-4198,13285,2.509,2.611,0.49,337,6.4,0.0285,0.71
7292,RAPID PROTOTYPING J,1355-2546,714,1,1.422,0.146,48,6.9,0.00145,0.401
7293,RARE METAL MAT ENG,1002-185X,1547,0.16,0.203,0.009,972,5.2,0.00241,0.028
7294,RARE METALS,1001-0521,812,0.493,0.652,0.151,119,4.6,0.00194,0.137
7295,REACT FUNCT POLYM,1381-5148,4515,2.505,2.653,0.282,124,6.3,0.00801,0.593
7296,REACT KINET MECH CAT,1878-5190,317,1.104,1.104,0.162,117,2.1,0.00106,0.225
7297,REAL-TIME SYST,0922-6443,382,0.55,0.889,0.042,24,9,0.00071,0.344
7298,REC AUST MUS,0067-1975,533,0.969,1,0.143,7,>10.0,0.00035,0.343
7299,REC NAT PROD,1307-6167,188,1.56,1.417,0.136,59,2.5,0.00062,0.279
7300,RECENT PAT ANTI-CANC,1574-8928,413,2.7,2.475,0.952,21,3.7,0.00136,0.635
7301,RECENT PAT NANOTECH,1872-2105,156,1.081,1.535,0.182,22,3.7,0.00069,0.396
7302,RECHT PSYCHIATR,0724-2247,66,0.433,0.494,0.429,14,,0.00011,0.077
7303,RECHTSMEDIZIN,0937-9819,221,0.75,,0.113,53,3.7,0.00031,
7304,REDIA,0370-4327,268,0.125,,0,13,>10.0,0.00012,
7305,REDOX REP,1351-0002,1033,1.662,1.75,0.086,35,9.1,0.00148,0.459
7306,REFRACT IND CERAM+,1083-4877,217,0.187,0.168,0,77,7.6,0.00052,0.061
7307,REG ENVIRON CHANGE,1436-3798,579,1.945,2.082,0.377,69,3.2,0.00202,0.63
7308,REGEN MED,1746-0751,1169,3.873,3.784,0.613,62,3.5,0.00473,1.041
7309,REGION ANESTH PAIN M,1098-7339,2816,3.464,3.173,0.813,91,6.2,0.00536,0.745
7310,REGUL CHAOTIC DYN,1560-3547,397,0.742,0.749,0.238,42,7.7,0.00156,0.405
7311,REGUL PEPTIDES,0167-0115,4320,2.056,2.056,0.323,96,8.2,0.00711,0.584
7312,REGUL TOXICOL PHARM,0273-2300,3410,2.132,2.39,0.675,163,6.4,0.00653,0.59
7313,REHABIL NURS,0278-4807,424,0.779,0.85,0.385,39,8.1,0.00062,0.221
7314,REHABILITATION,0034-3536,357,0.712,,0.22,50,6.7,0.00039,
7315,REJUV RES,1549-1684,1134,2.919,2.573,0.425,73,3.5,0.00395,0.623
7316,RELIAB ENG SYST SAFE,0951-8320,4783,1.901,2.441,0.411,151,6.6,0.0127,0.873
7317,REM-REV ESC MINAS,0370-4467,77,0.05,0.123,0.019,52,,0.00011,0.017
7318,REMOTE SENS ENVIRON,0034-4257,24105,5.103,6.144,0.987,388,8,0.03974,1.644
