Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact factor,5-Year IF,Immediacy Index,Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
7550,EUR J ONCOL,1128-6598,73,0.22,0.315,0.154,13,,0.00011,0.076
7551,RUSS J NONDESTRUCT+,1061-8309,407,0.35,0.315,0.079,89,7.6,0.00053,0.06
7552,INTERDISCIPL SCI REV,0308-0188,167,0.375,0.315,0.125,24,8.3,0.00025,0.122
7553,MATER SCI+,1068-820X,392,0.265,0.314,0,113,7.9,0.00049,0.061
7554,INT J MORPHOL,0717-9502,465,0.2,0.313,0.038,240,4.6,0.00088,0.051
7555,TEKST KONFEKSIYON,1300-3356,104,0.245,0.313,0.024,42,4.1,0.00027,0.063
7556,CHINA COMMUN,1673-5447,209,0.42,0.313,0.091,176,2.3,0.00028,0.028
7557,MED KLIN,0723-5003,457,0.269,0.312,,0,>10.0,0.00031,0.064
7558,CZECH MATH J,0011-4642,850,0.294,0.312,0.107,75,>10.0,0.00199,0.288
7559,FLUID DYNAM+,0015-4628,781,0.32,0.312,0.049,82,>10.0,0.001,0.123
7560,TARIM BILIM DERG,1300-7580,104,0.25,0.311,0,32,4.9,0.00018,0.053
7561,J APPL ANIM RES,0971-2119,271,0.479,0.311,0.107,75,5,0.00042,0.056
7562,INT J NAV ARCH OCEAN,2092-6782,40,0.216,0.31,0.111,45,,0.00015,0.077
7563,AGR ECON-CZECH,0139-570X,127,0.325,0.31,0.035,57,4.2,0.00031,0.058
7564,J ENTOMOL RES SOC,1302-0250,62,0.347,0.31,0.088,34,,0.00021,0.085
7565,OBSERVATORY,0029-7704,236,0.405,0.31,0.5,16,>10.0,0.00013,0.096
7566,IND TEXTILA,1222-5347,85,0.475,0.31,0.302,53,,0.0001,0.029
7567,ITAL J FOOD SCI,1120-1770,401,0.2,0.309,0.068,59,9.3,0.00051,0.077
7568,SOUTHWEST NAT,0038-4909,1011,0.207,0.309,,,>10.0,0.00068,0.098
7569,PHYS WORLD,0953-8585,352,0.289,0.309,0.163,49,>10.0,0.00075,0.191
7570,MILCHWISSENSCHAFT,0026-3788,785,0.227,0.308,,0,>10.0,0.00069,0.09
7571,AUTOMATIKA,0005-1144,59,0.302,0.308,0.048,42,,0.00017,0.075
7572,BETON- STAHLBETONBAU,0005-9900,250,0.354,0.308,0.16,100,5.2,0.00121,0.179
7573,HIGH TEMP MAT PR-ISR,0334-6455,176,0.356,0.308,0.065,77,4.9,0.00049,0.098
7574,B MALARIOL SALUD AMB,1690-4648,65,0.259,0.307,0,14,,0.00016,0.069
7575,KAGAKU KOGAKU RONBUN,0386-216X,432,0.388,0.307,0.163,86,>10.0,0.00043,0.057
7576,J ADV MECH DES SYST,1881-3054,151,0.279,0.306,0.042,72,3.7,0.00066,0.097
7577,SIBERIAN MATH J+,0037-4466,986,0.296,0.306,0.081,111,>10.0,0.00333,0.356
7578,PHYS MED REHAB KUROR,0940-6689,118,0.446,0.306,0.342,38,5.4,0.00013,0.046
7579,ENG SANIT AMBIENT,1413-4152,152,0.177,0.305,0.02,51,6.2,0.0003,0.076
7580,MATH NOTES+,0001-4346,1443,0.259,0.304,0.187,166,>10.0,0.00512,0.312
7581,VITAE-COLUMBIA,0121-4004,55,0.259,0.304,0,15,,0.00014,0.051
7582,B IRAN MATH SOC,1735-8515,99,0.27,0.304,0.056,71,,0.00061,0.152
7583,ACTA MEDICA PORT,1646-0758,296,0.281,0.303,0.066,106,5.6,0.00056,0.068
7584,J COMMUN TECHNOL EL+,1064-2269,681,0.359,0.303,0.098,164,7.7,0.00109,0.073
7585,AGROCHIMICA,0002-1857,182,0.314,0.302,0,19,>10.0,0.00019,0.077
7586,GEFAHRST REINHALT L,0949-8036,181,0.378,0.302,0.19,63,4.5,0.00026,0.047
7587,INT J OPHTHALMOL-CHI,2222-3959,174,0.5,0.302,0.049,163,2,0.00071,0.077
7588,REV INT MED CIENC AC,1577-0354,85,0.167,0.301,0.021,48,,0.00011,0.036
7589,REV STOMATOL CHIR,2213-6533,279,0.298,0.301,0.067,60,7.7,0.00032,0.063
7590,P I CIVIL ENG-CIV EN,0965-089X,164,0.443,0.301,1.382,34,3.8,0.00023,0.079
7591,PHYS PERSPECT,1422-6944,69,0.367,0.3,0.083,12,,0.00034,0.288
7592,ADV MATER PROCESS,0882-7958,407,0.253,0.299,0.032,63,>10.0,0.00049,0.098
7593,ELEKTRON ELEKTROTECH,1392-1215,398,0.445,0.299,0.037,241,2.6,0.00064,0.034
7594,NUCL SCI TECH,1001-8042,184,0.459,0.299,0.117,111,3.8,0.00035,0.06
7595,ANADOLU PSIKIYATR DE,1302-6631,150,0.196,0.298,0,52,6.2,0.00021,0.052
7596,MEAS CONTROL-UK,0020-2940,156,0.2,0.298,0,30,7.8,0.00012,0.04
7597,RIV PSICHIATR,0035-6484,93,0.283,0.298,,,,0.00034,0.09
7598,GOSPOD SUROWCAMI MIN,0860-0953,172,0.632,0.298,0.122,49,4,0.00039,0.054
7599,J MATH LOG,0219-0613,62,0,0.297,0,10,,0.0003,0.485
7600,HER RUSS ACAD SCI+,1019-3316,207,0.17,0.297,0.054,56,8.2,0.00046,0.113
7601,HYBRIDOMA,1554-0014,434,0.244,0.297,,0,>10.0,0.00066,0.077
7602,AMBIX,0002-6980,115,0.292,0.297,0.125,16,>10.0,0.00014,0.135
7603,ANN CARDIOL ANGEIOL,0003-3928,209,0.302,0.297,0.048,83,5.7,0.00043,0.073
7604,CIR CIR,0009-7411,187,0.322,0.297,0.012,85,3.9,0.00051,0.072
7605,ECON COMPUT ECON CYB,0424-267X,82,0.42,0.297,0.045,67,,0.00013,0.03
7606,YAKHTEH,1561-4921,53,0.429,0.297,,0,,0.00013,0.052
7607,ASTRON GEOPHYS,1366-8781,117,0.343,0.296,0.051,39,6.5,0.0003,0.114
7608,GLASS CERAM+,0361-7610,476,0.376,0.296,0.04,99,>10.0,0.00051,0.066
7609,NEUROSCIENCES,1319-6138,191,0.391,0.296,0.15,60,4.9,0.00046,0.074
7610,SEMIN-CIENC AGRAR,1676-546X,414,0.182,0.295,0.021,335,4.7,0.00113,0.075
7611,J EVOL BIOCHEM PHYS+,0022-0930,278,0.235,0.295,0.045,67,8.3,0.0003,0.052
7612,ZYWN-NAUK TECHNOL JA,1425-6959,282,0.311,0.295,0.012,83,5.5,0.00024,0.027
7613,IRAN J RADIAT RES,1728-4554,90,0.329,0.295,,0,,0.00025,0.085
7614,MISKOLC MATH NOTES,1787-2405,51,0.357,0.295,0.075,67,,0.00016,0.081
7615,AM BIOL TEACH,0002-7685,499,0.369,0.295,0.163,43,>10.0,0.00023,0.052
7616,J LEPID SOC,0024-0966,301,0.333,0.294,0.111,36,>10.0,0.00024,0.093
7617,ACTA GEOTECH SLOV,1854-0171,19,0.455,0.294,0,10,,0.00009,0.102
7618,EARTH SCI RES J,1794-6190,37,0.333,0.293,0,9,,0.00014,0.11
7619,ASIAN J CHEM,0970-7077,2595,0.355,0.293,0.068,2647,3.4,0.00335,0.033
7620,OSTEOLOGIE,1019-1291,71,0.424,0.293,0.188,32,,0.00008,0.026
7621,INT J HEAVY VEH SYST,1744-232X,67,0.239,0.292,0,20,,0.00021,0.109
7622,KOREAN J HORTIC SCI,1226-8763,262,0.343,0.292,0.045,111,4.3,0.00035,0.038
7623,BIOL BULL+,1062-3590,314,0.242,0.291,0.045,111,5.9,0.00066,0.074
7624,LASER ENG,0898-1507,118,0.298,0.291,0.011,88,6.4,0.00013,0.04
7625,ANASTH INTENSIV NOTF,0939-2661,319,0.335,0.29,0.121,91,8.6,0.00044,0.063
7626,SUMAR LIST,0373-1332,113,0.281,0.288,0.111,36,4.9,0.00018,0.052
7627,INT J TURBO JET ENG,0334-0082,94,0.218,0.287,0.056,36,,0.00021,0.105
7628,INT J SOFTW ENG KNOW,0218-1940,171,0.264,0.287,0,61,6.9,0.00027,0.065
7629,SPE DRILL COMPLETION,1064-6671,239,0.257,0.286,0.086,35,>10.0,0.0006,0.128
7630,INT J NURS KNOWL,2047-3087,8,0.286,0.286,0.038,26,,0.00001,0.027
7631,THEOR BIOL FORUM,0035-6050,6,0.286,0.286,0,9,,0.00001,0.03
7632,IEICE T COMMUN,0916-8516,1517,0.326,0.286,0.053,358,5.7,0.00382,0.083
7633,CENT EUR J IMMUNOL,1426-3912,112,0.358,0.286,0.022,90,3.5,0.00018,0.037
7634,P I CIVIL ENG-MUNIC,0965-0903,125,0.241,0.284,0.778,27,5.6,0.0003,0.117
7635,PRZ MENOPAUZALNY,1643-8876,167,0.381,0.284,0.104,77,3.4,0.00005,0.008
7636,MED LETT DRUGS THER,0025-732X,165,0.407,0.284,0.258,66,3.9,0.00035,0.063
7637,TISSUE ENG REGEN MED,1738-2696,175,0.613,0.284,0.063,63,2.9,0.00048,0.054
7638,INFORM MIDEM,0352-9045,77,0.369,0.283,0.032,31,,0.00018,0.053
7639,ISI BILIM TEK DERG,1300-3615,38,0.111,0.282,0,32,,0.00016,0.082
7640,J AM POMOL SOC,1527-3741,123,0.2,0.282,,,8.4,0.0002,0.098
7641,MOL GENET MICROBIOL+,0891-4168,96,0.222,0.281,0.16,25,,0.00018,0.072
7642,J FAC ENG ARCHIT GAZ,1300-1884,171,0.266,0.281,0.052,96,4.2,0.00036,0.046
7643,ASHRAE J,0001-2491,464,0.124,0.28,0.042,95,9.6,0.00058,0.082
7644,ALGEBR COLLOQ,1005-3867,300,0.272,0.28,0.06,67,7.8,0.0013,0.195
7645,RUSS J APPL CHEM+,1070-4272,1628,0.287,0.28,0.047,318,8.3,0.00247,0.073
7646,J JPN I MET,0021-4876,890,0.327,0.28,0.02,101,>10.0,0.00099,0.094
7647,RUSS J PHYS CHEM B+,1990-7931,254,0.336,0.28,0.06,133,3.6,0.00087,0.068
7648,ZUCHTUNGSKUNDE,0044-5401,145,0.254,0.279,0.533,15,7.9,0.00022,0.067
7649,ADV VIB ENG,0972-5768,66,0.29,0.279,0.04,50,,0.00017,0.063
7650,ENDEAVOUR,0160-9327,418,0.261,0.278,0.08,25,>10.0,0.00038,0.18
7651,EPE J,0939-8368,100,0.306,0.277,0,15,7.9,0.00022,0.116
7652,VET MEXICO,0301-5092,150,0.226,0.276,0,5,8.7,0.00019,0.074
7653,EUR SURG,1682-8631,143,0.259,0.276,0.042,48,5.6,0.0004,0.086
7654,AUTOMAT REM CONTR+,0005-1179,858,0.265,0.275,0.073,192,>10.0,0.00202,0.124
7655,APPL NEUROPSYCH-ADUL,0908-4282,19,0.275,0.275,0.205,39,,0.00006,0.085
7656,CYTOL GENET+,0095-4527,169,0.282,0.275,0.02,51,6.2,0.00022,0.046
7657,SCI CONTEXT,0269-8897,214,0.286,0.275,0.111,27,>10.0,0.00034,0.187
7658,PFERDEHEILKUNDE,0177-7726,324,0.237,0.274,0.121,58,9.5,0.00025,0.044
7659,J OPT TECHNOL+,1070-9762,483,0.24,0.274,0.044,158,6.3,0.0009,0.066
7660,NEW MEDIT,1594-5685,70,0.312,0.273,0,27,,0.00018,0.06
7661,KYUSHU J MATH,1340-6116,107,0.25,0.271,,,>10.0,0.00059,0.33
7662,LANDBAUFORSCHUNG-GER,0458-6859,25,0.128,0.27,0.25,20,,0.00011,0.086
7663,INDIAN J PHARM EDUC,0019-5464,107,0.219,0.27,0,34,4.3,0.00024,0.051
7664,CHINESE J ELECTRON,1022-4653,301,0.325,0.27,0.049,162,4,0.00035,0.028
7665,REV MEX CIENC PECU,2007-1124,31,0.231,0.268,,,,0.00013,0.071
7666,U POLITEH BUCH SER A,1223-7027,103,0.28,0.268,0.137,95,2.9,0.00035,0.067
7667,ADV CLIN EXP MED,1899-5276,174,0.333,0.268,0.05,101,4,0.00031,0.044
7668,ORAL RADIOL,0911-6028,51,0.152,0.267,0.065,31,,0.00014,0.078
7669,CURR TOP NUTRACEUT R,1540-7535,75,0.19,0.267,0,21,,0.0001,0.058
7670,J PHYS THER SCI,0915-5287,257,0.198,0.267,0.013,371,3.7,0.00054,0.047
7671,KOREAN J FOOD SCI AN,1225-8563,202,0.253,0.267,0.02,102,3.8,0.00048,0.053
7672,RECHT PSYCHIATR,0724-2247,38,0.4,0.267,0.074,27,,0.00004,0.028
7673,TURK J BIOCHEM,0250-4685,128,0.173,0.266,0,70,5.4,0.00023,0.051
7674,IN PRACTICE,0263-841X,326,0.181,0.266,0,77,9.5,0.00047,0.078
7675,BIOSCI J,1981-3163,253,0.207,0.266,0.009,232,4.7,0.00094,0.096
7676,REV MVZ CORDOBA,0122-0268,92,0.318,0.266,0.013,79,,0.00024,0.061
7677,J BALK TRIBOL ASSOC,1310-4772,91,0.321,0.266,0.049,61,,0.0001,0.021
7678,CEREAL RES COMMUN,0133-3720,607,0.624,0.266,0.049,61,5.9,0.00141,0.072
7679,ACSMS HEALTH FIT J,1091-5397,56,0.268,0.265,0.026,39,,0.00011,0.051
7680,T INDIAN CERAM SOC,0371-750X,52,0.233,0.264,0,37,,0.00012,0.057
7681,REV ROUM SCI TECH-EL,0035-4066,89,0.368,0.264,0.023,43,,0.00003,0.008
7682,J ESSENT OIL BEAR PL,0972-060X,231,0.187,0.263,0.025,119,4.7,0.00042,0.044
7683,BULG CHEM COMMUN,0324-1130,106,0.349,0.263,0.054,37,4,0.00031,0.066
7684,MED PALIATIVA,1134-248X,70,0.162,0.262,0.118,17,,0.00005,0.021
7685,STRENGTH MATER+,0039-2316,430,0.229,0.262,0.061,82,>10.0,0.00054,0.076
7686,AGR HIST,0002-1482,223,0.324,0.262,0,18,>10.0,0.00012,0.085
7687,KINEMAT PHYS CELEST+,0884-5913,99,0.325,0.262,0.03,33,,0.00019,0.059
7688,REV METAL MADRID,0034-8570,152,0.355,0.262,0,36,7.5,0.00026,0.067
7689,NOVON,1055-3177,445,0.279,0.261,0.083,36,9.6,0.00056,0.072
7690,SYLWAN,0039-7660,364,0.295,0.261,0.076,105,>10.0,0.00024,0.032
7691,J FRICT WEAR+,1068-3666,189,0.336,0.261,0.041,73,6.1,0.00032,0.056
7692,B ACAD NAT MED PARIS,0001-4079,424,0.216,0.259,0,11,8.5,0.00065,0.068
7693,AT-AUTOM,0178-2312,141,0.257,0.259,0.026,76,4.8,0.00041,0.074
7694,VOJNOSANIT PREGL,0042-8450,328,0.269,0.258,0.034,178,4.6,0.0008,0.061
7695,HIGH TEMP MATER P-US,1093-3611,111,0.058,0.257,,,8.6,0.00022,0.095
7696,ARS COMBINATORIA,0381-7032,799,0.204,0.257,0.028,217,>10.0,0.00276,0.169
7697,SUCHTTHERAPIE,1439-9903,46,0.275,0.257,0.087,23,,0.00005,0.028
7698,BRIT J HOSP MED,1750-8460,462,0.366,0.257,0.083,144,6.2,0.00099,0.071
7699,J GREY SYST-UK,0957-3720,254,0.239,0.256,0.268,41,>10.0,0.00016,0.044
7700,DOKL MATH,1064-5624,611,0.307,0.256,0.085,201,5.4,0.00393,0.192
7701,SPECTROSC SPECT ANAL,1000-0593,1435,0.27,0.255,0.038,716,4.3,0.00257,0.041
7702,SUGAR IND,0344-8657,179,0.3,0.255,0.111,54,7.2,0.00023,0.049
7703,INT J VENT,1473-3315,100,0.303,0.255,0,33,7.2,0.00023,0.082
7704,OPER TECHN SPORT MED,1060-1872,185,0.211,0.254,0.029,35,9.6,0.00025,0.089
7705,MINERVA BIOTECNOL,1120-4826,48,0.263,0.253,0,32,,0.00007,0.045
7706,Z ARZNEI- GEWURZPFLA,1431-9292,51,0.281,0.253,0.105,19,,0.00007,0.049
7707,CHEM LISTY,0009-2770,501,0.196,0.252,0.033,215,6.1,0.0008,0.05
7708,ISR J VET MED,0334-9152,105,0.2,0.252,0.108,37,9.2,0.00011,0.047
7709,COPEIA,0045-8511,3343,0.211,0.251,0.354,65,>10.0,0.00064,0.09
7710,NEW SCI,0262-4079,733,0.379,0.251,0.098,224,7.9,0.00213,0.111
7711,ENTOMOL GEN,0171-8177,169,0.286,0.25,0.059,17,>10.0,0.00013,0.086
7712,BRODOGRADNJA,0007-215X,30,0.3,0.25,0,14,,0.00007,0.055
7713,ZH OBSHCH BIOL,0044-4596,241,0.119,0.249,0.031,32,>10.0,0.00023,0.078
7714,BUNSEKI KAGAKU,0525-1931,473,0.22,0.247,0.059,119,8.5,0.00062,0.059
7715,J NEUROL SURG PART B,2193-6331,16,0.246,0.246,0,59,,0.00007,0.067
7716,SHILAP-REV LEPIDOPT,0300-5267,139,0.304,0.246,0.062,48,8.2,0.00014,0.043
7717,J HOPKINS APL TECH D,0270-5214,188,0.315,0.245,0.032,31,>10.0,0.00012,0.048
7718,JPN J APPL ENTOMOL Z,0021-4914,268,0.204,0.244,,,>10.0,0.00018,0.087
7719,PERIOD BIOL,0031-5362,204,0.18,0.243,0,80,7.6,0.00025,0.049
7720,INDAGAT MATH NEW SER,0019-3577,193,0.186,0.243,0.094,64,9.9,0.00081,0.26
7721,IETE J RES,0377-2063,93,0.189,0.243,0.031,96,,0.00021,0.048
7722,PRAT PSYCHOL,1269-1763,57,0.273,0.243,0,19,,0.00013,0.051
7723,AFR NAT HIST,2305-7963,15,0.111,0.241,,,,0.00005,0.108
7724,INDIAN J PURE AP MAT,0019-5588,655,0.206,0.241,0,46,>10.0,0.00061,0.214
7725,J FAC AGR KYUSHU U,0023-6152,228,0.218,0.241,0.045,67,7.6,0.00032,0.051
7726,LISTY CUKROV REPAR,1210-3306,122,0.273,0.241,0.086,58,3.9,0.00007,0.013
7727,DIABETOL STOFFWECHS,1861-9002,53,0.314,0.241,0.033,30,,0.00009,0.03
7728,BARIAT NURS SURG PAT,1557-1459,44,0.13,0.24,,0,,0.00009,0.044
7729,INT J HUM GENET,0972-3757,107,0.155,0.24,,,7.4,0.00013,0.046
7730,COMPUT SYST SCI ENG,0267-6192,104,0.235,0.24,0.053,19,7.4,0.00016,0.057
7731,PROMET-ZAGREB,0353-5320,75,0.292,0.24,0.018,57,,0.00016,0.037
7732,POL MARIT RES,1233-2585,75,0.3,0.24,0.067,45,,0.00016,0.043
7733,ROM J LEG MED,1221-8618,73,0.152,0.239,0.088,57,,0.00021,0.052
7734,TM-TECH MESS,0171-8096,153,0.255,0.239,0.019,54,5.2,0.00038,0.066
7735,ANAL MATH,0133-3852,168,0.29,0.239,0.05,20,>10.0,0.0003,0.202
7736,INT J COMPUT GEOM AP,0218-1959,202,0.082,0.238,0,12,>10.0,0.00069,0.273
7737,J S AFR I MIN METALL,2225-6253,528,0.176,0.238,0.049,102,9.8,0.0006,0.076
7738,RAIRO-THEOR INF APPL,0988-3754,155,0.179,0.238,0,20,>10.0,0.0008,0.293
7739,CHEM ENG-NEW YORK,0009-2460,228,0.356,0.238,0.056,54,>10.0,0.00029,0.059
7740,ANKARA UNIV VET FAK,1300-0861,164,0.21,0.237,0,52,>10.0,0.00022,0.052
7741,HIMAL GEOL,0971-8966,171,0.314,0.237,,,>10.0,0.00026,0.079
7742,REV FR ALLERGOL,1877-0320,291,0.215,0.236,0.113,124,6.4,0.00016,0.019
7743,TRAV HUMAIN,0041-1868,70,0.129,0.235,,,,0.00013,0.094
7744,J COMPUT SYS SC INT+,1064-2307,193,0.265,0.235,0.063,79,5.4,0.00042,0.057
7745,FORMULARY,1082-801X,58,0.37,0.235,0.024,41,,0.00011,0.051
7746,REV PNEUMOL CLIN,0761-8417,162,0.191,0.234,0.271,48,5.1,0.00027,0.048
7747,T AM ENTOMOL SOC,0002-8320,516,0.206,0.234,,,>10.0,0.00016,0.099
7748,INTERNIST,0020-9554,295,0.271,0.233,0.11,109,5.6,0.00045,0.043
7749,APPL MATH SER B,1005-1031,122,0.273,0.233,0.024,42,5.5,0.00064,0.141
7750,AGRO FOOD IND HI TEC,1722-6996,205,0.294,0.233,0.01,101,5.4,0.00045,0.053
7751,EGYPT J BIOL PEST CO,1110-1768,77,0.408,0.233,0.061,49,,0.00009,0.025
7752,J ASIAN ARCHIT BUILD,1346-7581,150,0.265,0.232,0,42,5.9,0.00036,0.065
7753,ECO MONT,2073-106X,16,0.278,0.232,0,17,,0.00005,0.044
7754,LAEKNABLADID,0023-7213,90,0.207,0.231,0.2,10,,0.00014,0.046
7755,J S AFR INST CIV ENG,1021-2019,36,0.222,0.231,0.033,30,,0.00009,0.084
7756,NONLINEAR OSCIL,1536-0059,707,0.279,0.231,,0,>10.0,0.00036,0.147
7757,NOTARZT,0177-2309,51,0.438,0.231,0.08,25,,0.00007,0.031
7758,SOLID STATE TECHNOL,0038-111X,262,0.247,0.23,0.053,38,>10.0,0.00028,0.069
7759,IEICE T FUND ELECTR,0916-8508,1251,0.226,0.229,0.05,360,7.5,0.00285,0.085
7760,P STEKLOV I MATH+,0081-5438,623,0.232,0.229,0.061,132,>10.0,0.0033,0.295
7761,BER WISSGESCH,0170-6233,44,0.061,0.228,0,15,,0.0002,0.133
7762,PSYCHO-ONCOLOGIE,1778-3798,50,0.077,0.228,0,36,,0.00005,0.016
7763,FIBRE CHEM+,0015-0541,313,0.167,0.227,0.013,80,>10.0,0.0003,0.044
7764,MECH SOLIDS+,0025-6544,284,0.168,0.226,0.013,79,10,0.00066,0.088
7765,REV CIENT-FAC CIEN V,0798-2259,180,0.202,0.226,0,60,6.5,0.00025,0.043
7766,ITEA-INF TEC ECON AG,1699-6887,56,0.292,0.226,0.034,29,,0.00016,0.068
7767,DYNA-COLOMBIA,0012-7353,155,0.217,0.225,0.032,124,3.3,0.00031,0.031
7768,INTELL AUTOM SOFT CO,1079-8587,122,0.189,0.224,0.019,54,3.9,0.00029,0.049
7769,GAC MED MEX,0016-3813,252,0.191,0.224,0.042,71,8.2,0.00037,0.058
7770,SOLID FUEL CHEM+,0361-5219,166,0.27,0.224,0.061,66,6.1,0.00014,0.025
7771,J SEISM EXPLOR,0963-0651,100,0.286,0.224,0.148,27,10,0.00018,0.101
7772,REV COLOMB CIENC PEC,0120-0690,81,0.165,0.223,0,27,,0.00021,0.056
7773,J APPL MECH TECH PH+,0021-8944,757,0.268,0.223,0.034,116,>10.0,0.0013,0.125
7774,ANN PATHOL,0242-6498,280,0.291,0.223,0.069,29,9.7,0.00036,0.051
7775,J MAR ENG TECHNOL,1476-1548,20,0.179,0.222,0.067,15,,0.00009,0.09
7776,PROG BIOCHEM BIOPHYS,1000-3282,346,0.29,0.221,0.022,136,5.4,0.00046,0.033
7777,MONATSSCHR KINDERH,0026-9298,455,0.278,0.22,0.342,111,>10.0,0.00038,0.037
7778,MICROWAVE J,0192-6225,387,0.286,0.22,0.075,80,9.7,0.00083,0.1
7779,ITE J,0162-8178,238,0.147,0.219,0,56,>10.0,0.00053,0.123
7780,ACTA SCI VET,1678-0345,208,0.154,0.219,0.084,83,6.1,0.00039,0.053
7781,MATER EVAL,0025-5327,409,0.212,0.219,0,4,>10.0,0.00026,0.055
7782,OIL GAS-EUR MAG,0342-5622,66,0.23,0.219,0,39,,0.00013,0.053
7783,HIST MATH,0315-0860,177,0.357,0.219,0,11,>10.0,0.00019,0.153
7784,INDIAN J GENET PL BR,0019-5200,314,0.194,0.218,0.042,72,>10.0,0.00027,0.046
7785,KARDIOLOGIYA,0022-9040,393,0.213,0.218,0.061,165,6.6,0.00044,0.033
7786,INDIAN J SURG,0972-2068,177,0.273,0.217,0.019,262,4,0.00043,0.056
7787,ROM AGRIC RES,1222-4227,53,0.186,0.216,0.083,48,,0.00009,0.039
7788,INT J ELEC ENG EDUC,0020-7209,129,0.118,0.215,0.061,33,>10.0,0.00018,0.064
7789,T FAMENA,1333-1124,49,0.233,0.215,0.032,31,,0.00008,0.037
7790,RARE METAL MAT ENG,1002-185X,1656,0.153,0.214,0.011,928,5.1,0.00243,0.031
7791,STAHLBAU,0038-9145,242,0.225,0.214,0.069,202,5.7,0.00061,0.07
7792,LABORATORIUMSMEDIZIN,0342-3026,53,0.299,0.214,0.088,34,,0.00013,0.037
7793,KERNTECHNIK,0932-3902,128,0.204,0.213,0.042,72,6,0.00024,0.05
7794,ACTA BOT GALLICA,1253-8078,151,0.235,0.213,0.125,24,7.9,0.00018,0.043
7795,CRYPTOLOGIA,0161-1194,116,0.179,0.212,0.08,25,>10.0,0.00008,0.048
7796,METALL ITAL,0026-0843,110,0.227,0.212,0.036,56,5.3,0.00031,0.064
7797,P NATL A SCI INDIA B,0369-8211,71,0.396,0.212,0.085,82,,0.00015,0.033
7798,CT F-CIENC TECN FUT,0122-5383,20,0.194,0.211,0,17,,0.00006,0.048
7799,CENT EUR J MED,1895-1058,142,0.209,0.211,0.083,144,3.2,0.00048,0.051
7800,PERIOD POLYTECH-CIV,0553-6626,28,0.25,0.211,0.05,20,,0.00007,0.043
7801,BUFFALO BULL,0125-6726,71,0.06,0.21,0,316,,0.00014,0.038
7802,DYNAMIS,0211-9536,55,0.132,0.21,,,,0.00055,0.408
7803,IEICE T INF SYST,0916-8532,959,0.191,0.21,0.03,362,7,0.00211,0.073
7804,HOUILLE BLANCHE,0018-6368,246,0.233,0.21,0,44,>10.0,0.00042,0.075
7805,BIOMED RES-INDIA,0970-938X,105,0.196,0.209,0.032,94,3.3,0.00031,0.047
7806,INDIAN J HORTIC,0972-8538,310,0.105,0.208,0,120,9,0.00021,0.024
7807,BIOCYBERN BIOMED ENG,0208-5216,57,0.157,0.208,0.042,24,,0.0001,0.046
7808,SRP ARK CELOK LEK,0370-8179,265,0.169,0.208,0.029,140,6,0.00036,0.035
7809,J CHIN INST ENG,0253-3839,352,0.209,0.208,0.082,97,8.2,0.00041,0.047
7810,B LEBEDEV PHYS INST+,1068-3356,106,0.286,0.208,0.062,65,3.5,0.00032,0.051
7811,LC GC N AM,1527-5949,506,0.356,0.208,0.489,94,7.4,0.00064,0.05
7812,NATL ACAD SCI LETT,0250-541X,177,0.24,0.207,0.06,84,7.3,0.00023,0.044
7813,HEAT TRANSF RES,1064-2285,86,0.25,0.206,0.178,45,,0.00031,0.073
7814,J POLYM MATER,0973-8622,185,0.253,0.206,0.079,38,>10.0,0.0001,0.028
7815,SANTE PUBLIQUE,0995-3914,109,0.276,0.206,0.033,90,5.6,0.00016,0.037
7816,UHOD-ULUSLAR HEMATOL,1306-133X,55,0.181,0.205,0.05,40,,0.00017,0.047
7817,SPRACHE-STIMME-GEHOR,0342-0477,61,0.3,0.204,0.077,26,,0.00007,0.029
7818,UKR MATH J+,0041-5995,574,0.212,0.203,0.042,142,>10.0,0.00122,0.11
7819,HONG KONG J EMERG ME,1024-9079,105,0.154,0.202,0.062,65,4.4,0.00023,0.046
7820,TURK J RHEUMATOL,1309-0291,42,0.225,0.202,0.025,40,,0.00011,0.038
7821,REV METALL-PARIS,0035-1563,248,0.176,0.201,0.054,37,>10.0,0.00049,0.107
7822,PROGRAM COMPUT SOFT+,0361-7688,94,0.233,0.201,0.029,34,,0.00026,0.086
7823,J ADV MATER-COVINA,1070-9789,159,0.062,0.2,,,9,0.00013,0.073
7824,NEUROCHEM J+,1819-7124,88,0.193,0.199,0.114,44,,0.00013,0.032
7825,ACTA ENDOCRINOL-BUCH,1841-0987,80,0.21,0.199,0.062,64,,0.00006,0.014
7826,ZH VYSSH NERV DEYAT+,0044-4677,227,0.213,0.199,0.015,65,9.6,0.00015,0.025
7827,MATER TEST,0025-5300,100,0.273,0.199,0.042,120,2.5,0.0003,0.04
7828,J RUBBER RES,1511-1768,127,0.128,0.198,0,15,>10.0,0.00004,0.027
7829,CONTEMP PROBL ECOL+,1995-4255,171,0.14,0.198,0,104,5.3,0.00044,0.051
7830,REV CONSTR,0718-915X,33,0.22,0.198,0.03,33,,0.00004,0.018
7831,NUNCIUS,0394-7394,43,0.133,0.197,0.417,12,,0.00011,0.102
7832,ANN MED-PSYCHOL,0003-4487,460,0.15,0.197,0.024,124,>10.0,0.00038,0.037
7833,POSTEP MIKROBIOL,0079-4252,73,0.271,0.197,0,38,,0.00005,0.017
